id,Node Type,name,single,release_date,genre,notable,written_date,stage_name,notoriety_date,in_degree,out_degree
2776,Person,Yan Wang,,,,,,,,0,2
2777,Person,Jie Xie,,,,,,,,0,1
2780,Person,Melina Tebaldi,,,,,,,,0,4
2781,Person,Michelangelo Berlusconi,,,,,,,,0,6
2782,Person,Stephen Meyer,,,,,,,,0,5
2785,Person,Hannah Newton,,,,,,,,0,1
2786,Person,Frederick Houston,,,,,,,,0,2
2787,Person,Angela Fisher,,,,,,,,0,1
2788,Person,Lauren Turner,,,,,,,,0,1
2789,Person,Jivika Dar,,,,,,,,0,1
2790,Person,Paul Hughes,,,,,,,,0,1
2793,Person,Adrian Carroll,,,,,,,,0,3
2795,Person,Margaux Mathieu,,,,,,,,0,2
2796,Person,Céline Guérin,,,,,,,,0,2
2797,Person,François Coste-Daniel,,,,,,,,0,3
2798,Person,Élisabeth Lemoine,,,,,,,,0,3
2801,Person,Terrance Velazquez,,,,,,,,0,1
2802,Person,Jacqueline Lawson,,,,,,,,0,1
2803,Person,Carl Rush,,,,,,,,0,1
2804,Person,Jessica Bradley,,,,,,,,0,2
2805,Person,Stephanie Grant,,,,,,,,0,1
2808,Person,Lizz van Santen,,,,,,MOJO 2X,,0,1
2809,Person,Lieve van Riet,,,,,,,,0,1
2810,Person,Nina Mallien,,,,,,,,0,1
2811,Person,Maurits van Bunschoten,,,,,,,,0,4
2812,Person,Bart Wensen-Kof,,,,,,,,0,1
2816,Person,Anthony Erickson,,,,,,,,0,1
2817,Person,Virginia White,,,,,,,,0,1
2818,Person,Sonia Suda,,,,,,,,0,2
2819,Person,Aaron Martinez,,,,,,,,0,2
2823,Person,Thomas Miranda,,,,,,,,0,1
2824,Person,James Dudley,,,,,,,,0,2
2825,Person,Ann Petersen,,,,,,,,0,2
2826,Person,Dana Ferrell,,,,,,,,0,2
2829,Person,Wei Pan,,,,,,,,0,2
2830,Person,Jun Qiao,,,,,,,,0,4
2832,Person,Ping Gu,,,,,,,,0,2
2833,Person,Juan Cai,,,,,,,,0,1
2834,Person,Juan Meng,,,,,,,,0,1
2835,Person,Tao Huang,,,,,,,,0,2
2836,Person,Tao Sun,,,,,,,,0,1
2839,Person,Manuel Roberts,,,,,,,,0,2
2840,Person,Gang Bai,,,,,,,,0,3
2841,Person,Sheryl Massey,,,,,,,,0,3
2842,Person,Claire Garner,,,,,,,,0,2
2844,Person,Juan Cao,,,,,,,,0,1
2845,Person,Jie Long,,,,,,,,0,1
2846,Person,Yan Song,,,,,,,,0,3
2849,Person,Yan Qian,,,,,,,,0,2
2850,Person,Min Fu,,,,,,,,0,11
2853,Person,Min Ren,,,,,,,,0,1
2854,Person,Guiying Xie,,,,,,,,0,1
2855,Person,Nicole Smith,,,,,,,,0,2
2856,Person,William Smith,,,,,,,,0,2
2857,Person,Yong Zou,,,,,,,,0,1
2860,Person,Wei Zhao,,,,,,,,0,1
2861,Person,Jie Zhang,,,,,,,,0,3
2862,Person,Xia Ma,,,,,,,,0,1
2864,Person,Yang Zhao,,,,,,,,0,2
2866,Person,Michelle Davis,,,,,,,,0,3
2868,Person,Ralf Budig,,,,,,,,0,2
2869,Person,Janette Schleich,,,,,,,,0,2
2870,Person,Marcel Kreusel,,,,,,,,0,1
2871,Person,Darryl Curtis,,,,,,,,0,1
2872,Person,Jadwiga Gertz,,,,,,,,0,9
2874,Person,Yang Kong,,,,,,,,0,1
2875,Person,Ping Luo,,,,,,,,0,1
2876,Person,Min Cai,,,,,,,,0,1
2877,Person,Juan Zhong,,,,,,,,0,7
2878,Person,Anaïs Wagner,,,,,,,,0,6
2880,Person,Yong Zhang,,,,,,,,0,1
2881,Person,Chao Jiang,,,,,,,,0,1
2882,Person,Ming Jia,,,,,,,,0,1
2883,Person,Yang Zhou,,,,,,,,0,1
2884,Person,Yong Fan,,,,,,,,0,1
2885,Person,Jie Zou,,,,,,,,0,1
2888,Person,Grant Bruce,,,,,,,,0,1
2890,Person,Yan Ma,,,,,,,,0,1
2891,Person,Qiang Duan,,,,,,,,0,1
2892,Person,Fang Kong,,,,,,,,0,2
2894,Person,James Gibson,,,,,,,,0,2
2895,Person,Qiang Deng,,,,,,,,0,2
2896,Person,Scott Sanders,,,,,,,,0,3
2900,Person,Li Yi,,,,,, Quinn Atlas,,0,2
2901,Person,Xia Yao,,,,,,Zephara,,0,1
2902,Person,Wei Mo,,,,,,,,0,1
2903,Person,Xiuying Wang,,,,,,,,0,1
2907,Person,Wei Wang,,,,,,Caleb Stone,,0,1
2908,Person,Susan Meadows,,,,,,,,0,1
2909,Person,Bryan Matthews,,,,,,,,0,2
2910,Person,Tao Ren,,,,,,,,0,1
2911,Person,Xiulan Du,,,,,,,,0,2
2912,Person,Na Dong,,,,,,,,0,1
2913,Person,Harold Gutierrez,,,,,,,,0,1
2916,Person,Jie Wei,,,,,,,,0,2
2917,Person,Jie Zou,,,,,,,,0,1
2918,Person,Guiying Xiong,,,,,,,,0,1
2919,Person,Yong Li,,,,,,,,0,2
2922,Person,Kristy Olsen,,,,,,,,0,1
2923,Person,Tina Hart,,,,,,,,0,1
2924,Person,Deborah Osborne,,,,,,,,0,2
2925,Person,Samuel Olsen,,,,,,,,0,2
2929,Person,Qiang Tao,,,,,,,,0,1
2930,Person,Na Ding,,,,,,,,0,2
2932,Person,Xia Xia,,,,,,,,0,4
2934,Person,Gwendolyn Morgan,,,,,,,,0,1
2935,Person,Yan Xue,,,,,,,,0,1
2936,Person,Melissa Wheeler,,,,,,,,0,3
2938,Person,Qiang Wei,,,,,,,,0,1
2939,Person,Jie Huang,,,,,,,,0,2
2940,Person,Xiulan Hou,,,,,,,,0,5
2941,Person,Chao Fang,,,,,,,,0,1
2943,Person,Dawid Golda,,,,,,,,0,1
2945,Person,Amanda Reyes,,,,,,The Ember Testament,,0,1
2946,Person,Erin Hall,,,,,,,,0,2
2947,Person,Joseph Nichols,,,,,,,,0,1
2948,Person,Jessica Smith,,,,,,,,0,1
2949,Person,Stephanie House,,,,,,,,0,1
2950,Person,Krista Dunn,,,,,,,,0,1
2951,Person,Brooke Chang,,,,,,,,0,2
2952,Person,Jessica Phelps,,,,,,,,0,1
2953,Person,Daniel Martin,,,,,,,,0,2
2954,Person,Matthew Walker,,,,,,,,0,1
2957,Person,Johanna Hauffer,,,,,,,,0,1
2958,Person,Greta Löchel-Neureuther,,,,,,,,0,3
2960,Person,Qiang Yu,,,,,,,,0,1
2961,Person,Xiulan Yin,,,,,,,,0,1
2962,Person,Hannah Hopkins,,,,,,,,0,1
2964,Person,Robert Combs,,,,,,,,0,1
2965,Person,Leah Burns,,,,,,,,0,3
2966,Person,Min Lei,,,,,,,,0,2
2967,Person,Qiang Hu,,,,,,,,0,1
2968,Person,Gang Qin,,,,,,,,0,3
2969,Person,Xiuying Bai,,,,,,,,0,2
2970,Person,Lei Shen,,,,,,,,0,1
2973,Person,Jun Zhang,,,,,,,,0,2
2974,Person,Ming Wen,,,,,,,,0,6
2976,Person,Xia Feng,,,,,,,,0,2
2977,Person,Jing Ma,,,,,,,,0,1
2978,Person,Guiying Gao,,,,,,,,0,12
2979,Person,Ping Shao,,,,,,,,0,4
2980,Person,Min Li,,,,,,,,0,6
2981,Person,Wei Cui,,,,,,,,0,6
2983,Person,Hiroshi Nakamura,,,,,,,,0,3
2984,Person,Sotaro Sato,,,,,,,,0,2
2985,Person,Yasuhiro Yamamoto,,,,,,,,0,4
2986,Person,Yosuke Yamamoto,,,,,,,,0,2
2987,Person,Akemi Sato,,,,,,,,0,3
2988,Person,Rei Hayashi,,,,,,,,0,3
2991,Person,Fang Su,,,,,,,,0,1
2992,Person,Wei Wang,,,,,,,,0,3
2993,Person,Lei Qin,,,,,,,,0,3
2994,Person,Yan Jin,,,,,,,,0,2
2995,Person,Tao Liao,,,,,,,,0,2
2997,Person,Pierre Ruppert,,,,,,,,0,1
2998,Person,Karl-Friedrich auch Schlauchin,,,,,,,,0,2
2999,Person,Ayse Häring,,,,,,,,0,2
3000,Person,Kenan Reichmann,,,,,,,,0,2
3003,Person,Kenneth Jimenez,,,,,, Echo XI,,0,1
3004,Person,Briana Harris,,,,,,SYNTH LORD,,0,1
3005,Person,Edward Randolph,,,,,,,,0,1
3006,Person,Dawn Mcguire,,,,,,,,0,1
3009,Person,Mark Garcia,,,,,,,,0,2
3010,Person,Juan Mo,,,,,,,,0,2
3011,Person,Shannon Smith,,,,,,,,0,2
3012,Person,Jing Zhang,,,,,,,,0,4
3014,Person,Amy White,,,,,,,,0,4
3015,Person,Dariusz Olszowa,,,,,,,,0,11
3019,Person,Raymond Wright,,,,,,,,0,2
3020,Person,Jo Barnes,,,,,,,,0,1
3021,Person,Na Shi,,,,,,,,0,2
3022,Person,Yang Qiao,,,,,,,,0,2
3023,Person,Wei Xu,,,,,,,,0,1
3024,Person,Gang Hu,,,,,,,,0,1
3026,Person,Sandra Smith,,,,,,,,0,1
3027,Person,Xiulan Ye,,,,,,,,0,3
3028,Person,Xia Jia,,,,,,,,0,3
3029,Person,Donna Caldwell,,,,,,,,0,3
3030,Person,Chao Wu,,,,,,,,0,2
3032,Person,Wei Hu,,,,,,,,0,1
3033,Person,Jun Guo,,,,,,,,0,2
3034,Person,Yang Yi,,,,,,,,0,1
3035,Person,Yan Cai,,,,,,,,0,2
3036,Person,Na Qian,,,,,,,,0,2
3038,Person,Christopher Smith,,,,,,,,0,1
3039,Person,Timothy Hansen,,,,,,,,0,2
3040,Person,Autumn Walker,,,,,,,,0,1
3044,Person,Gang Tang,,,,,,,,0,1
3045,Person,Fang Mao,,,,,,,,0,2
3046,Person,Qiang Qiu,,,,,,,,0,1
3047,Person,Tao Ding,,,,,,,,0,2
3048,Person,Yan Zhao,,,,,,,,0,1
3050,Person,Lisa Hines,,,,,,,,0,2
3051,Person,Amy Moore,,,,,,,,0,3
3054,Person,Wendy Flores,,,,,,,,0,1
3055,Person,Andrew Gordon,,,,,,,,0,2
3057,Person,Jun Zheng,,,,,,,,0,2
3058,Person,Juan Shao,,,,,,,,0,1
3059,Person,Na Song,,,,,,,,0,2
3060,Person,John Wheeler,,,,,,,,0,2
3061,Person,Xiuying Tang,,,,,,,,0,9
3062,Person,Laurent Breton,,,,,,,,0,3
3065,Person,Qiang Deng,,,,,,Lucian,,0,1
3066,Person,Na Liao,,,,,,,,0,1
3068,Person,Tao Lei,,,,,,,,0,6
3069,Person,Guiying Zhou,,,,,,,,0,1
3070,Person,Min Jin,,,,,,,,0,4
3072,Person,Gitta Wilmsen,,,,,,,,0,1
3073,Person,Ingeborg Ullrich,,,,,,,,0,3
3077,Person,Li Zheng,,,,,,,,0,2
3078,Person,Min Gao,,,,,,,,0,3
3079,Person,Yang Yao,,,,,,,,0,5
3081,Person,Amber Rodriguez,,,,,,,,0,1
3082,Person,Tiffany Gill,,,,,,,,0,6
3083,Person,Kamil Sura,,,,,,,,0,1
3084,Person,Karen Wright,,,,,,,,0,13
3086,Person,Sean Jones,,,,,,,,0,13
3089,Person,Ping Liao,,,,,,,,0,3
3090,Person,Tao Chen,,,,,,,,0,1
3091,Person,Amy Gutierrez,,,,,,,,0,2
3095,Person,Wanda Smith,,,,,,,,0,1
3096,Person,Wei Huang,,,,,,,,0,2
3097,Person,Xiulan Jiang,,,,,,,,0,5
3098,Person,Ping Luo,,,,,,,,0,12
3101,Person,Cassandra Washington,,,,,,,,0,2
3102,Person,Jessica Wright,,,,,,,,0,1
3103,Person,Nicole Yoder,,,,,,,,0,1
3104,Person,Michael Dickerson,,,,,,,,0,2
3107,Person,Laura Sanchez,,,,,,,,0,9
3108,Person,Stacey Taylor,,,,,,,,0,4
3111,Person,Jodi Morgan,,,,,,Wraith Choir,,0,1
3112,Person,Shayak Sen,,,,,,,,0,1
3113,Person,Eva Ray,,,,,,,,0,1
3116,Person,Corey Stephens,,,,,,,,0,1
3117,Person,Christina Martin,,,,,,,,0,1
3119,Person,Yong Gong,,,,,,,,0,1
3120,Person,Gang Qian,,,,,,,,0,1
3121,Person,Yong Wu,,,,,,,,0,1
3122,Person,Jing Zhou,,,,,,,,0,6
3124,Person,Elżbieta Bociek,,,,,,,,0,2
3125,Person,Jana Lindner,,,,,,,,0,12
3126,Person,Maik Mude,,,,,,,,0,24
3129,Person,Juan Zhong,,,,,,,,0,1
3130,Person,Yang Liang,,,,,,,,0,1
3131,Person,Peter Goodwin,,,,,,,,0,3
3134,Person,Jennifer Davis,,,,,,YVNG PHXNX,,0,1
3135,Person,Chelsea Martinez,,,,,,,,0,19
3137,Person,Xiulan Liang,,,,,,,,0,1
3138,Person,Yan Hao,,,,,,,,0,1
3140,Person,Jie Wei,,,,,,,,0,3
3141,Person,April Crosby,,,,,,,,0,1
3142,Person,Jing Meng,,,,,,,,0,1
3145,Person,Piya Mann,,,,,,,,0,1
3146,Person,Sana Batta,,,,,,,,0,1
3147,Person,Raghav Garde,,,,,,,,0,2
3148,Person,Ranbir Balay,,,,,,,,0,1
3149,Person,Samar Luthra,,,,,,,,0,1
3152,Person,Stacy Hendricks,,,,,,,,0,3
3155,Person,Lei Bai,,,,,,,,0,4
3156,Person,Jun Meng,,,,,,,,0,1
3157,Person,Jun Chang,,,,,,,,0,9
3158,Person,Jing Wang,,,,,,,,0,13
3159,Person,Ping Tang,,,,,,,,0,3
3161,Person,Min Zhao,,,,,,,,0,1
3162,Person,Xiuying Cai,,,,,,,,0,3
3164,Person,Jeremy Li,,,,,,,,0,5
3165,Person,Jamie Ramos,,,,,,,,0,7
3166,Person,Ricky Silva,,,,,,,,0,6
3169,Person,Sophia Cilea,,,,,,,,0,2
3170,Person,Fulvio Comisso,,,,,,,,0,1
3171,Person,Annunziata Trezzini,,,,,,,,0,2
3172,Person,Donna Vecellio,,,,,,,,0,1
3175,Person,Joshua Cruz,,,,,,,,0,6
3176,Person,Christine Gonzales,,,,,,,,0,9
3177,Person,Michael Holloway,,,,,,,,0,5
3178,Person,Carrie Smith,,,,,,,,0,1
3179,Person,Isaiah Gonzales,,,,,,,,0,1
3180,Person,Raven Bowman,,,,,,,,0,1
3181,Person,Timothy Beck,,,,,,,,0,2
3182,Person,Juan Ding,,,,,,,,0,2
3184,Person,Dana Henk-Bachmann,,,,,,,,0,2
3185,Person,Tobiasz Kargol,,,,,,,,0,1
3187,Person,Christopher Long,,,,,, A.M. Silver,,0,4
3188,Person,Kayla Smith,,,,,,,,0,2
3189,Person,Meredith Sullivan,,,,,,,,0,2
3190,Person,Kaylee Patrick,,,,,,,,0,2
3191,Person,Mary Campbell,,,,,,,,0,2
3192,Person,Brandon Roman,,,,,,,,0,2
3195,Person,Lei Zeng,,,,,,,,0,2
3196,Person,Yong Chen,,,,,,,,0,1
3197,Person,Guiying Dai,,,,,,,,0,3
3198,Person,Na Ren,,,,,,,,0,2
3200,Person,James White,,,,,, B.B. Stone,,0,2
3201,Person,Wei Liang,,,,,,Valoria,,0,1
3202,Person,Min Long,,,,,,Resonance,,0,1
3203,Person,Li Bai,,,,,,,,0,1
3204,Person,Qiang Ye,,,,,,,,0,2
3206,Person,Sarah Gray,,,,,,,,0,1
3207,Person,Kenneth Jones,,,,,,,,0,1
3208,Person,Yang Bai,,,,,,,,0,3
3209,Person,Wei Shen,,,,,,,,0,4
3211,Person,Fang Qian,,,,,,,,0,1
3212,Person,Fang Zhang,,,,,,,,0,1
3213,Person,Catherine Price,,,,,,,,0,1
3214,Person,Li Shao,,,,,,,,0,1
3215,Person,Yang Fan,,,,,,,,0,1
3218,Person,Logan Rogers,,,,,,,,0,3
3220,Person,Madison Rodriguez,,,,,,Glass Parable,,0,1
3221,Person,Christiane Langlois,,,,,,,,0,2
3222,Person,Auguste-Alexandre Delattre,,,,,,,,0,3
3223,Person,Victoire Morvan,,,,,,,,0,2
3225,Person,Emma Ruiz,,,,,, Storm Scout,,0,1
3226,Person,Jie Ding,,,,,,,,0,3
3227,Person,Ming Dai,,,,,,,,0,2
3229,Person,Yong Liang,,,,,,,,0,1
3230,Person,Juan Wu,,,,,,,,0,5
3231,Person,Ming Li,,,,,,,,0,2
3232,Person,Chao Sun,,,,,,,,0,3
3233,Person,Gang Yuan,,,,,,,,0,6
3238,Person,Melissa Avila,,,,,,,,0,1
3240,Person,Michelle Laurent de la Berger,,,,,,,,0,1
3241,Person,Jérôme Riou,,,,,,,,0,2
3244,Person,Amanda Coleman,,,,,,,,0,1
3245,Person,David Morgan,,,,,,,,0,2
3246,Person,Mary Parsons,,,,,,,,0,2
3247,Person,Gang Lai,,,,,,,,0,1
3248,Person,Xiulan Lu,,,,,,,,0,1
3250,Person,Nicolas Jones,,,,,,,,0,2
3253,Person,Li Xue,,,,,,,,0,2
3254,Person,Aaron Logan,,,,,,,,0,1
3255,Person,Megan Dunn,,,,,,,,0,1
3256,Person,Yang He,,,,,,,,0,1
3257,Person,Kevin Kidd,,,,,,,,0,2
3258,Person,Jie Fang,,,,,,,,0,1
3259,Person,Na Xiao,,,,,,,,0,5
3260,Person,William Moore,,,,,,,,0,1
3261,Person,Carol Hanna,,,,,,,,0,1
3262,Person,Fang Tao,,,,,,,,0,1
3263,Person,Yan Gao,,,,,,,,0,1
3265,Person,Xiuying Deng,,,,,,,,0,1
3266,Person,Xiuying Lin,,,,,,,,0,4
3268,Person,Fang Kong,,,,,,,,0,1
3269,Person,Ming Cheng,,,,,,,,0,3
3271,Person,Caroline King,,,,,,,,0,2
3272,Person,Christian Mcpherson,,,,,,,,0,5
3276,Person,Wei Liao,,,,,,,,0,2
3277,Person,Fang Zheng,,,,,,,,0,1
3278,Person,Tao Yuan,,,,,,,,0,1
3279,Person,Ming Lai,,,,,,,,0,1
3280,Person,Xiuying Xue,,,,,,,,0,1
3283,Person,Brittany Simon,,,,,, Hart,,0,2
3284,Person,Nancy Smith,,,,,,,,0,1
3287,Person,Alexander Jenkins,,,,,,,,0,4
3288,Person,Brendan Hawkins,,,,,,,,0,1
3290,Person,Jie Yan,,,,,,,,0,6
3292,Person,Wei Lu,,,,,,,,0,2
3293,Person,Min Dai,,,,,,,,0,1
3294,Person,Yong Wei,,,,,,,,0,2
3295,Person,Yong Fan,,,,,,,,0,2
3296,Person,Xiulan Chang,,,,,,,,0,1
3297,Person,Guiying Xie,,,,,,,,0,2
3298,Person,Juan Tan,,,,,,,,0,1
3299,Person,Jing Fan,,,,,,,,0,1
3300,Person,Anthony King,,,,,,,,0,4
3303,Person,Kenneth Hall,,,,,,,,0,1
3305,Person,Rania Banik,,,,,,,,0,1
3306,Person,Guiying Tian,,,,,,,,0,2
3307,Person,Riya Ahluwalia,,,,,,,,0,1
3308,Person,Michael Kelly,,,,,,,,0,1
3309,Person,Stacy Watts,,,,,,,,0,3
3311,Person,Kendra Rivera,,,,,,,,0,4
3312,Person,Juan Tao,,,,,,,,0,1
3313,Person,Lei Yang,,,,,,,,0,7
3314,Person,Na Qian,,,,,,,,0,4
3315,Person,Qiang Gao,,,,,,,,0,2
3317,Person,Na Qian,,,,,,,,0,1
3318,Person,Li Tang,,,,,,,,0,2
3319,Person,Guiying Gong,,,,,,,,0,1
3320,Person,Xia Fan,,,,,,,,0,2
3321,Person,Juan Shi,,,,,,,,0,1
3322,Person,Wei Yu,,,,,,,,0,3
3324,Person,Hans Georg Eigenwillig-Reising,,,,,,,,0,3
3326,Person,Laurie Campbell,,,,,,,,0,8
3327,Person,Kevin Ayala,,,,,,,,0,1
3330,Person,Na Cao,,,,,,Jay Carter,,0,1
3331,Person,Na Yao,,,,,,,,0,1
3333,Person,Janet Margraf,,,,,,,,0,2
3334,Person,Birthe Täsche,,,,,,,,0,4
3336,Person,Lucrezia Zamengo,,,,,,,,0,14
3338,Person,Justin Williams,,,,,,,,0,2
3340,Person,Marianna Polaszek,,,,,,,,0,4
3343,Person,Joseph Stevens,,,,,,,,0,1
3344,Person,Roy Tran,,,,,,,,0,1
3345,Person,David Cruz,,,,,,,,0,1
3346,Person,Leonard Suarez,,,,,,,,0,1
3351,Person,Nicole Robinson,,,,,,,,0,3
3352,Person,Marcus Spence,,,,,,,,0,20
3356,Person,Jacob Yang,,,,,,,,0,3
3359,Person,Aneta Pruschke-Sölzer,,,,,,,,0,5
3360,Person,Isabella Farinelli,,,,,,,,0,8
3363,Person,Xiuying Xie,,,,,,,,0,3
3364,Person,Jun Lin,,,,,,,,0,3
3365,Person,Gang Dong,,,,,,,,0,1
3366,Person,Xiuying Yao,,,,,,,,0,13
3368,Person,Madeleine Pineau,,,,,,M.A.D. FROST (Money And Dreams),,0,3
3369,Person,Laetitia Petitjean,,,,,,,,0,3
3370,Person,Émilie Maillet,,,,,,,,0,2
3371,Person,Susan Da Silva,,,,,,,,0,2
3374,Person,Kevin Gilbert,,,,,,,,0,1
3375,Person,Jennifer Ferguson,,,,,,,,0,2
3377,Person,Ming Qiao,,,,,,,,0,7
3378,Person,Xiulan Tao,,,,,,,,0,3
3379,Person,Jun Ye,,,,,,,,0,6
3380,Person,Guiying Chen,,,,,,,,0,3
3382,Person,Reginald Stumpf,,,,,,,,0,1
3383,Person,Günther Mude,,,,,,,,0,1
3384,Person,Ulf Kusch,,,,,,,,0,2
3385,Person,Joerg Weiß,,,,,,,,0,1
3388,Person,Li Fang,,,,,,,,0,1
3389,Person,Min Shen,,,,,,,,0,5
3391,Person,Diana Lewis,,,,,,,,0,2
3392,Person,Micheal Martin,,,,,,,,0,1
3393,Person,Michael Keller,,,,,,,,0,1
3396,Person,Yong Sun,,,,,,,,0,1
3397,Person,Yong Shen,,,,,,,,0,1
3398,Person,Na Lu,,,,,,,,0,3
3399,Person,Jing Jin,,,,,,,,0,4
3403,Person,Franca Wilms,,,,,,,,0,1
3404,Person,Andrew Medina,,,,,,,,0,2
3405,Person,Zachary Stark,,,,,,,,0,2
3408,Person,Qiang Fang,,,,,,,,0,1
3409,Person,Janice Lamb,,,,,,,,0,7
3410,Person,Xia Deng,,,,,,,,0,4
3412,Person,Xiulan Feng,,,,,,,,0,2
3413,Person,Tao Xie,,,,,,,,0,9
3414,Person,Yang Han,,,,,,,,0,5
3416,Person,Xiulan Zheng,,,,,,,,0,2
3417,Person,Xiuying Qiu,,,,,,,,0,1
3418,Person,Yang Wu,,,,,,,,0,3
3419,Person,Guiying Zhu,,,,,,,,0,1
3423,Person,Marika Rörricht,,,,,,,,0,1
3424,Person,Stilla Koch,,,,,,,,0,4
3425,Person,Holger Trupp,,,,,,,,0,1
3427,Person,Yan Liang,,,,,,,,0,1
3428,Person,Qiang Shao,,,,,,,,0,1
3429,Person,Guiying Wu,,,,,,,,0,1
3430,Person,Ming Xiong,,,,,,,,0,3
3431,Person,Tao Cao,,,,,,,,0,1
3432,Person,Guiying Shi,,,,,,,,0,1
3434,Person,Lei Xiao,,,,,,,,0,1
3435,Person,Lei Long,,,,,,,,0,2
3436,Person,Anthony Navarro,,,,,,,,0,1
3437,Person,Qiang Peng,,,,,,,,0,2
3439,Person,Fang Gu,,,,,,,,0,1
3440,Person,Guiying Cui,,,,,,,,0,2
3441,Person,Li Cheng,,,,,,,,0,2
3442,Person,Xiuying Tian,,,,,,,,0,3
3445,Person,Xiulan Ren,,,,,,,,0,1
3446,Person,Jing Xie,,,,,,,,0,1
3447,Person,Li Gu,,,,,,,,0,10
3448,Person,Juan Li,,,,,,,,0,3
3450,Person,Julianna Mytnik,,,,,,Runaway Orchestra,,0,1
3452,Person,Xiulan Yang,,,,,, $HADE,,0,1
3453,Person,Ming Fang,,,,,,,,0,1
3455,Person,Maria Carlson,,,,,,,,0,4
3456,Person,Robin Russell,,,,,,,,0,2
3458,Person,Erica Hill,,,,,,,,0,1
3459,Person,Holly Valenzuela,,,,,,,,0,2
3460,Person,Xia Zhu,,,,,,,,0,3
3461,Person,Yong Tao,,,,,,,,0,4
3462,Person,Fang Zhu,,,,,,,,0,1
3463,Person,Juan Yan,,,,,,,,0,1
3465,Person,Evelína Kučerová,,,,,,,,0,2
3466,Person,Leslie Flynn,,,,,,,,0,1
3468,Person,Qiang Feng,,,,,,,,0,2
3469,Person,Juan Qiu,,,,,,,,0,1
3470,Person,Yang Fan,,,,,,,,0,1
3471,Person,Li Jiang,,,,,,,,0,1
3472,Person,Lei Dai,,,,,,,,0,1
3473,Person,Ming Qian,,,,,,,,0,1
3474,Person,Fang Lin,,,,,,,,0,2
3475,Person,Juan Duan,,,,,,,,0,2
3476,Person,Yong Qin,,,,,,,,0,1
3477,Person,Qiang Mo,,,,,,,,0,1
3478,Person,Tao Bai,,,,,,,,0,2
3480,Person,Cécile Meyer,,,,,,,,0,1
3481,Person,Laura Mann,,,,,,,,0,2
3482,Person,Caroline Navarro,,,,,,,,0,1
3483,Person,Frédérique Traore,,,,,,,,0,1
3484,Person,Adrienne Bouchet,,,,,,,,0,2
3486,Person,Jing Zhu,,,,,,,,0,2
3487,Person,Jing Xiong,,,,,,,,0,1
3488,Person,Yan Lin,,,,,,,,0,1
3489,Person,Wei Xiao,,,,,,,,0,1
3490,Person,Tao Ren,,,,,,,,0,2
3492,Person,Na Gao,,,,,,The Hollow Manuscript,,0,1
3493,Person,Qiang Chen,,,,,,,,0,1
3494,Person,Ming Long,,,,,,,,0,1
3495,Person,Gang Qin,,,,,,,,0,1
3496,Person,Xiulan Deng,,,,,,,,0,2
3498,Person,Lina Mendizábal Robledo,,,,,,,,0,3
3499,Person,John Rogers,,,,,,,,0,1
3502,Person,Ignazio Pastine,,,,,,Valkyris,,0,4
3503,Person,Constance Guibert,,,,,,,,0,5
3504,Person,Zacharie Martins,,,,,,,,0,14
3507,Person,Alex Steele,,,,,,,,0,2
3509,Person,Michael Warner,,,,,,,,0,2
3510,Person,Robert Long,,,,,,,,0,1
3511,Person,David Miles,,,,,,,,0,4
3514,Person,Kaitlin Davis,,,,,,,,0,2
3515,Person,Jie Zheng,,,,,,,,0,1
3516,Person,Yan Shi,,,,,,,,0,1
3517,Person,Qiang Shi,,,,,,,,0,1
3518,Person,Min Liao,,,,,,,,0,1
3521,Person,Min Jin,,,,,,,,0,1
3523,Person,Lei Guo,,,,,,,,0,2
3524,Person,Marissa Holt,,,,,,,,0,1
3525,Person,Xiulan Liang,,,,,,,,0,1
3527,Person,Min Jiang,,,,,,,,0,1
3528,Person,Theresa Mason,,,,,,,,0,2
3529,Person,Gang Tan,,,,,,,,0,2
3532,Person,Alexandria Spencer,,,,,,,,0,1
3533,Person,William Stone,,,,,,,,0,1
3534,Person,Jody Lopez,,,,,,,,0,1
3535,Person,Reginald Wallace,,,,,,,,0,2
3537,Person,Sophia Zaguri,,,,,,,,0,1
3538,Person,Fabienne Klemm-Kade,,,,,,,,0,1
3541,Person,Brandi Rodriguez,,,,,,,,0,6
3543,Person,Chao Song,,,,,,,,0,3
3544,Person,Ming Zhao,,,,,,,,0,5
3545,Person,Jonathan Diaz,,,,,,,,0,5
3547,Person,Lisa Brooks,,,,,,,,0,1
3548,Person,Kim Preston,,,,,,,,0,1
3549,Person,Brandon Barton,,,,,,,,0,2
3550,Person,Michael Aguilar,,,,,,,,0,2
3554,Person,Renée Bègue-Giraud,,,,,,,,0,1
3555,Person,Nicole Godard,,,,,,,,0,3
3556,Person,Luc Hoarau,,,,,,,,0,1
3557,Person,Philippine Laurent,,,,,,,,0,3
3560,Person,Hans-Joachim Seip,,,,,,,,0,2
3561,Person,Max Brown,,,,,,,,0,1
3563,Person,Robert Lynn,,,,,, RVGE,,0,3
3564,Person,Jillian Crane,,,,,,,,0,1
3565,Person,Kevin Wells,,,,,,,,0,1
3569,Person,Leah Robinson,,,,,,,,0,2
3570,Person,Carrie Lang,,,,,,,,0,2
3571,Person,Sean Aguirre,,,,,,,,0,1
3572,Person,Matthew Caldwell,,,,,,,,0,2
3573,Person,Katherine Watts,,,,,,,,0,1
3575,Person,Juan Li,,,,,,,,0,3
