artist_id,debut_year,latest_year,total_works,notable_works,first_notoriety,last_notoriety,genre_diversity,notoriety_lag,career_span,is_performer,is_recent_debut,recent_notable_works,outbound_influence,years_since_notoriety,notoriety_recency_score,collab_with_popular_count,recent_collab_count,collab_growth_rate,recent_inbound_influence,genre_alignment_score,prestige_label_count,prestige_group_count,prestige_score,influenced_by_popular_score,role_diversity,of_genre_works,of_influence_edges,of_alignment,id,name,stage_name,display_name,was_in_group,was_in_high_influence_group,group_name,group_prestige,group_inbound_influence,group_notable_works
3266,2020,2027,2,2,,,2,,7,True,False,0,2,,0.0,0,0,0.0,0,0,2,0,2,0,1,0,1,1,3266.0,Xiuying Lin,,Xiuying Lin,False,False,None,0,0,0
3269,1985,2028,2,2,2028.0,2028.0,2,43.0,43,True,False,0,2,12.0,0.0,1,0,0.0465116279069767,0,0,3,0,3,0,2,0,0,0,3269.0,Ming Cheng,,Ming Cheng,False,False,None,0,0,0
3271,2005,2013,2,2,2005.0,2005.0,1,0.0,8,True,False,0,1,35.0,0.0,0,0,0.125,0,0,2,0,2,1,1,0,0,0,3271.0,Caroline King,,Caroline King,False,False,None,0,0,0
3272,2005,2013,2,2,2005.0,2005.0,1,0.0,8,True,False,0,1,35.0,0.0,0,0,0.125,0,0,2,0,2,1,2,0,0,0,3272.0,Christian Mcpherson,,Christian Mcpherson,False,False,None,0,0,0
3276,2023,2023,1,1,,,1,,0,True,False,0,3,,0.0,0,0,0.0,0,0,1,0,1,0,2,0,2,2,3276.0,Wei Liao,,Wei Liao,False,False,None,0,0,0
3277,2023,2023,1,1,,,1,,0,True,False,0,3,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,2,2,3277.0,Fang Zheng,,Fang Zheng,False,False,None,0,0,0
3278,2023,2023,1,1,,,1,,0,True,False,0,3,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,2,2,3278.0,Tao Yuan,,Tao Yuan,False,False,None,0,0,0
3279,2023,2023,1,1,,,1,,0,True,False,0,3,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,2,2,3279.0,Ming Lai,,Ming Lai,False,False,None,0,0,0
3280,2023,2023,1,1,,,1,,0,True,False,0,3,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,2,2,3280.0,Xiuying Xue,,Xiuying Xue,False,False,None,0,0,0
3283,2023,2023,1,1,,,1,,0,True,False,0,2,,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,3283.0,Brittany Simon, Hart, Hart,False,False,None,0,0,0
3287,2001,2011,2,2,2001.0,2001.0,1,0.0,10,True,False,0,1,39.0,0.0,0,0,0.0,0,0,2,0,2,1,2,0,0,0,3287.0,Alexander Jenkins,,Alexander Jenkins,False,False,None,0,0,0
3290,2020,2020,1,1,,,1,,0,True,False,0,5,,0.0,0,0,0.0,0,0,1,0,1,2,3,0,0,0,3290.0,Jie Yan,,Jie Yan,False,False,None,0,0,0
3292,2022,2024,2,2,,,1,,2,True,False,0,3,,0.0,0,0,2.5,0,0,0,0,0,0,1,0,0,0,3292.0,Wei Lu,,Wei Lu,False,False,None,0,0,0
3293,2024,2024,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,3293.0,Min Dai,,Min Dai,False,False,None,0,0,0
3294,2024,2024,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,3294.0,Yong Wei,,Yong Wei,False,False,None,0,0,0
3295,2022,2024,2,2,,,1,,2,True,False,0,3,,0.0,0,0,2.5,0,0,0,0,0,0,1,0,0,0,3295.0,Yong Fan,,Yong Fan,False,False,None,0,0,0
3296,2024,2024,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,3296.0,Xiulan Chang,,Xiulan Chang,False,False,None,0,0,0
3300,2022,2024,2,2,,,1,,2,True,False,0,3,,0.0,0,0,2.5,0,0,0,0,0,0,2,0,0,0,3300.0,Anthony King,,Anthony King,False,False,None,0,0,0
3303,2029,2029,1,1,,,1,,0,True,True,0,4,,0.0,1,0,0.0,0,0,1,0,1,1,1,0,0,0,3303.0,Kenneth Hall,,Kenneth Hall,False,False,None,0,0,0
3305,2013,2013,1,1,2013.0,2013.0,1,0.0,0,True,False,0,0,27.0,0.0,1,0,0.0,0,0,1,0,1,0,1,0,0,0,3305.0,Rania Banik,,Rania Banik,False,False,None,0,0,0
3306,2013,2022,2,2,2013.0,2022.0,2,0.0,9,True,False,0,0,18.0,0.0,1,0,0.5555555555555556,0,0,1,0,1,0,1,0,0,0,3306.0,Guiying Tian,,Guiying Tian,False,False,None,0,0,0
3307,2013,2013,1,1,2013.0,2013.0,1,0.0,0,True,False,0,0,27.0,0.0,1,0,0.0,0,0,1,0,1,0,1,0,0,0,3307.0,Riya Ahluwalia,,Riya Ahluwalia,False,False,None,0,0,0
3309,2013,2020,2,2,2013.0,2020.0,2,0.0,7,True,False,0,3,20.0,0.0,1,0,0.8571428571428571,0,0,3,0,3,0,2,0,0,0,3309.0,Stacy Watts,,Stacy Watts,False,False,None,0,0,0
3311,1997,2014,3,3,2010.0,2014.0,2,13.0,17,True,False,0,3,26.0,0.0,1,0,0.3037974683544304,0,0,5,0,5,1,2,0,0,0,3311.0,Kendra Rivera,,Kendra Rivera,False,False,None,0,0,0
3312,2014,2014,1,1,2014.0,2014.0,1,0.0,0,True,False,0,2,26.0,0.0,2,0,0.0,0,0,2,0,2,0,1,0,0,0,3312.0,Juan Tao,,Juan Tao,False,False,None,0,0,0
3313,2010,2023,4,4,2010.0,2014.0,4,0.0,13,True,False,0,5,26.0,0.0,3,0,0.5663157894736842,0,0,4,0,4,3,3,0,0,0,3313.0,Lei Yang,,Lei Yang,False,False,None,0,0,0
3314,2014,2023,2,2,2014.0,2014.0,2,0.0,9,True,False,0,3,26.0,0.0,4,0,0.3333333333333333,0,0,3,0,3,1,2,0,0,0,3314.0,Na Qian,,Na Qian,False,False,None,0,0,0
3315,2014,2014,1,1,2014.0,2014.0,1,0.0,0,True,False,0,2,26.0,0.0,2,0,0.0,0,0,2,0,2,0,1,0,0,0,3315.0,Qiang Gao,,Qiang Gao,False,False,None,0,0,0
3318,2022,2022,1,1,2022.0,2022.0,1,0.0,0,True,False,0,2,18.0,0.0,2,0,0.0,0,0,1,0,1,0,1,0,0,0,3318.0,Li Tang,,Li Tang,False,False,None,0,0,0
3319,2023,2023,1,1,,,1,,0,True,False,0,2,,0.0,1,0,0.0,0,0,1,0,1,2,1,0,0,0,3319.0,Guiying Gong,,Guiying Gong,False,False,None,0,0,0
3320,2022,2023,2,2,2022.0,2022.0,1,0.0,1,True,False,0,4,18.0,0.0,2,0,4.0,0,0,2,0,2,2,1,0,0,0,3320.0,Xia Fan,,Xia Fan,False,False,None,0,0,0
3321,2023,2023,1,1,,,1,,0,True,False,0,2,,0.0,1,0,0.0,0,0,1,0,1,2,1,0,0,0,3321.0,Juan Shi,,Juan Shi,False,False,None,0,0,0
3322,2022,2023,2,2,2022.0,2022.0,1,0.0,1,True,False,0,4,18.0,0.0,2,0,4.0,0,0,2,0,2,2,2,0,0,0,3322.0,Wei Yu,,Wei Yu,False,False,None,0,0,0
3324,2012,2012,1,1,,,1,,0,True,False,0,1,,0.0,1,0,0.0,0,0,1,0,1,0,2,0,0,0,3324.0,Hans Georg Eigenwillig-Reising,,Hans Georg Eigenwillig-Reising,False,False,None,0,0,0
3326,1992,2013,4,4,2013.0,2013.0,2,21.0,21,True,False,0,4,27.0,0.0,0,0,0.0,1,0,4,0,4,0,3,0,0,0,3326.0,Laurie Campbell,,Laurie Campbell,False,False,None,0,0,0
3330,2022,2022,1,1,,,1,,0,True,False,0,4,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,3330.0,Na Cao,Jay Carter,Jay Carter,False,False,None,0,0,0
3331,2022,2022,1,1,,,1,,0,True,False,0,4,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,3331.0,Na Yao,,Na Yao,False,False,None,0,0,0
3333,2020,2020,1,1,,,1,,0,True,False,0,3,,0.0,1,0,0.0,0,0,2,0,2,0,2,0,0,0,3333.0,Janet Margraf,,Janet Margraf,False,False,None,0,0,0
3334,2007,2020,2,2,2007.0,2007.0,2,0.0,13,True,False,0,5,33.0,0.0,4,0,0.1538461538461538,0,0,4,0,4,0,2,0,0,0,3334.0,Birthe Täsche,,Birthe Täsche,False,False,None,0,0,0
3336,2004,2024,8,8,2008.0,2013.0,2,4.0,20,True,False,0,25,27.0,0.0,3,0,0.8005681818181819,0,0,2,1,3,6,3,0,0,0,3336.0,Lucrezia Zamengo,,Lucrezia Zamengo,True,True,The Wandering Pulse,28,21,7
3338,2017,2023,2,2,,,2,,6,True,False,0,1,,0.0,1,0,0.3333333333333333,1,0,1,0,1,0,1,0,1,1,3338.0,Justin Williams,,Justin Williams,False,False,None,0,0,0
3340,2024,2026,2,2,2026.0,2026.0,2,2.0,2,True,False,0,1,14.0,0.0,0,0,0.0,0,0,1,0,1,0,2,0,0,0,3340.0,Marianna Polaszek,,Marianna Polaszek,False,False,None,0,0,0
3343,2020,2020,1,1,,,1,,0,True,False,0,2,,0.0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,3343.0,Joseph Stevens,,Joseph Stevens,False,False,None,0,0,0
3344,2020,2020,1,1,,,1,,0,True,False,0,2,,0.0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,3344.0,Roy Tran,,Roy Tran,False,False,None,0,0,0
3345,2020,2020,1,1,,,1,,0,True,False,0,2,,0.0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,3345.0,David Cruz,,David Cruz,False,False,None,0,0,0
3351,2020,2020,1,1,2020.0,2020.0,1,0.0,0,True,False,0,1,20.0,0.0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,3351.0,Nicole Robinson,,Nicole Robinson,False,False,None,0,0,0
3352,1985,2026,10,10,1998.0,2017.0,3,13.0,41,True,False,0,5,23.0,0.0,1,0,0.1341705221414408,0,0,6,0,6,1,3,0,0,0,3352.0,Marcus Spence,,Marcus Spence,False,False,None,0,0,0
3356,2015,2015,1,1,,,1,,0,True,False,0,1,,0.0,2,0,0.0,0,0,2,0,2,0,2,0,0,0,3356.0,Jacob Yang,,Jacob Yang,False,False,None,0,0,0
3359,2010,2017,3,3,,,2,,7,True,False,0,5,,0.0,5,0,0.8513513513513514,0,0,1,0,1,0,2,2,3,5,3359.0,Aneta Pruschke-Sölzer,,Aneta Pruschke-Sölzer,False,False,None,0,0,0
3360,2007,2024,5,4,,,3,,17,True,False,0,4,,0.0,5,0,0.8009153318077803,0,0,1,1,2,0,3,3,1,4,3360.0,Isabella Farinelli,,Isabella Farinelli,True,True,Interval Shift,18,11,7
3363,2019,2026,2,2,,,2,,7,True,False,0,7,,0.0,2,0,0.5714285714285714,0,0,2,0,2,1,1,0,2,2,3363.0,Xiuying Xie,,Xiuying Xie,False,False,None,0,0,0
3364,2019,2022,2,2,,,2,,3,True,False,0,38,,0.0,2,0,0.3333333333333333,0,0,3,0,3,7,1,0,3,3,3364.0,Jun Lin,,Jun Lin,False,False,None,0,0,0
3365,2022,2022,1,1,,,1,,0,True,False,0,36,,0.0,0,0,0.0,0,0,2,0,2,6,1,0,2,2,3365.0,Gang Dong,,Gang Dong,False,False,None,0,0,0
3366,2019,2028,7,6,,,4,,9,True,False,0,22,,0.0,5,0,2.1666666666666665,0,0,6,1,7,1,3,0,2,2,3366.0,Xiuying Yao,,Xiuying Yao,True,True,Starseed,24,19,5
3368,2023,2025,2,2,2038.0,2038.0,1,15.0,2,True,False,0,5,2.0,0.8,0,0,1.0,0,0,2,0,2,2,2,2,3,5,3368.0,Madeleine Pineau,M.A.D. FROST (Money And Dreams),M.A.D. FROST (Money And Dreams),False,False,None,0,0,0
3369,2023,2025,2,2,2038.0,2038.0,1,15.0,2,True,False,0,5,2.0,0.8,0,0,1.0,0,0,2,0,2,2,2,2,3,5,3369.0,Laetitia Petitjean,,Laetitia Petitjean,False,False,None,0,0,0
3371,2023,2025,2,2,2038.0,2038.0,1,15.0,2,True,False,0,5,2.0,0.8,0,0,1.0,0,0,2,0,2,2,1,2,3,5,3371.0,Susan Da Silva,,Susan Da Silva,False,False,None,0,0,0
3375,2022,2022,1,1,2022.0,2022.0,1,0.0,0,True,False,0,1,18.0,0.0,0,0,0.0,0,0,1,0,1,0,2,0,0,0,3375.0,Jennifer Ferguson,,Jennifer Ferguson,False,False,None,0,0,0
3377,2004,2026,4,4,2024.0,2024.0,3,20.0,22,True,False,0,6,16.0,0.0,1,0,0.4892772041302621,0,0,2,1,3,1,3,0,0,0,3377.0,Ming Qiao,,Ming Qiao,True,True,Mutual Orbit,12,10,2
3378,2013,2026,2,2,,,2,,13,True,False,0,4,,0.0,2,0,0.3076923076923077,0,0,2,0,2,1,2,0,0,0,3378.0,Xiulan Tao,,Xiulan Tao,False,False,None,0,0,0
3379,2004,2026,4,4,2024.0,2024.0,3,20.0,22,True,False,0,6,16.0,0.0,1,0,0.4892772041302621,0,0,2,1,3,1,1,0,0,0,3379.0,Jun Ye,,Jun Ye,True,True,Mutual Orbit,12,10,2
3380,2013,2026,2,2,,,2,,13,True,False,0,4,,0.0,2,0,0.3076923076923077,0,0,2,0,2,1,2,0,0,0,3380.0,Guiying Chen,,Guiying Chen,False,False,None,0,0,0
3382,2026,2026,1,0,,,1,,0,True,True,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,3382.0,Reginald Stumpf,,Reginald Stumpf,False,False,None,0,0,0
3384,2017,2026,2,1,,,2,,9,True,False,0,2,,0.0,0,0,0.2222222222222222,0,0,1,0,1,0,1,0,0,0,3384.0,Ulf Kusch,,Ulf Kusch,False,False,None,0,0,0
3385,2026,2026,1,0,,,1,,0,True,True,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,3385.0,Joerg Weiß,,Joerg Weiß,False,False,None,0,0,0
3388,2016,2016,1,0,,,1,,0,True,False,0,3,,0.0,2,0,0.0,0,0,1,0,1,1,1,0,0,0,3388.0,Li Fang,,Li Fang,False,False,None,0,0,0
3389,1997,2017,3,2,2017.0,2017.0,2,20.0,20,True,False,0,5,23.0,0.0,2,0,0.1578947368421052,0,0,2,0,2,1,2,0,0,0,3389.0,Min Shen,,Min Shen,False,False,None,0,0,0
3391,2014,2014,1,1,,,1,,0,True,False,0,2,,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,3391.0,Diana Lewis,,Diana Lewis,False,False,None,0,0,0
3396,2013,2013,1,1,,,1,,0,True,False,0,0,,0.0,1,0,0.0,0,0,2,0,2,0,1,0,0,0,3396.0,Yong Sun,,Yong Sun,False,False,None,0,0,0
3398,2013,2024,2,2,,,1,,11,True,False,0,1,,0.0,1,0,0.3636363636363636,0,0,3,0,3,0,2,0,0,0,3398.0,Na Lu,,Na Lu,False,False,None,0,0,0
3399,2013,2016,2,2,2016.0,2016.0,2,3.0,3,True,False,0,4,24.0,0.0,2,0,1.6666666666666667,0,0,3,0,3,0,2,0,0,0,3399.0,Jing Jin,,Jing Jin,False,False,None,0,0,0
3403,2024,2024,1,1,,,1,,0,True,False,0,0,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,3403.0,Franca Wilms,,Franca Wilms,False,False,None,0,0,0
3404,2024,2024,1,1,,,1,,0,True,False,0,0,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,3404.0,Andrew Medina,,Andrew Medina,False,False,None,0,0,0
3405,2024,2024,1,1,,,1,,0,True,False,0,0,,0.0,0,0,0.0,0,0,1,0,1,0,2,0,0,0,3405.0,Zachary Stark,,Zachary Stark,False,False,None,0,0,0
3408,1987,1987,1,1,,,1,,0,True,False,0,0,,0.0,1,0,0.0,0,0,1,0,1,0,1,0,0,0,3408.0,Qiang Fang,,Qiang Fang,False,False,None,0,0,0
3409,1987,1987,1,1,,,1,,0,True,False,0,0,,0.0,1,0,0.0,0,0,1,0,1,0,3,0,0,0,3409.0,Janice Lamb,,Janice Lamb,False,False,None,0,0,0
3410,1987,2022,3,3,2022.0,2022.0,2,35.0,35,True,False,0,3,18.0,0.0,1,0,0.1428571428571428,0,0,2,0,2,0,1,0,0,0,3410.0,Xia Deng,,Xia Deng,False,False,None,0,0,0
3412,2020,2020,1,1,,,1,,0,True,False,0,0,,0.0,4,0,0.0,1,0,1,0,1,0,2,0,0,0,3412.0,Xiulan Feng,,Xiulan Feng,False,False,None,0,0,0
3413,2014,2025,5,5,2024.0,2024.0,4,10.0,11,True,False,0,16,16.0,0.0,10,0,1.508361204013378,1,0,2,1,3,3,2,0,0,0,3413.0,Tao Xie,,Tao Xie,True,True,Final Order,9,5,4
3414,2014,2025,3,3,,,2,,11,True,False,0,3,,0.0,5,0,0.5494505494505495,1,0,1,0,1,0,2,0,0,0,3414.0,Yang Han,,Yang Han,False,False,None,0,0,0
3416,2026,2026,1,1,2033.0,2033.0,1,7.0,0,True,True,0,1,7.0,0.3,0,0,0.0,0,0,2,0,2,0,2,0,0,0,3416.0,Xiulan Zheng,,Xiulan Zheng,False,False,None,0,0,0
3417,2026,2026,1,1,2033.0,2033.0,1,7.0,0,True,True,0,1,7.0,0.3,0,0,0.0,0,0,2,0,2,0,1,0,0,0,3417.0,Xiuying Qiu,,Xiuying Qiu,False,False,None,0,0,0
3418,2029,2029,1,1,,,1,,0,True,True,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,3418.0,Yang Wu,,Yang Wu,False,False,None,0,0,0
3424,2013,2013,1,1,,,1,,0,True,False,0,0,,0.0,0,0,0.0,0,0,1,0,1,0,3,0,0,0,3424.0,Stilla Koch,,Stilla Koch,False,False,None,0,0,0
3425,2020,2020,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,2,0,2,0,1,0,0,0,3425.0,Holger Trupp,,Holger Trupp,False,False,None,0,0,0
3427,2024,2024,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,3427.0,Yan Liang,,Yan Liang,False,False,None,0,0,0
3429,2024,2024,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,3429.0,Guiying Wu,,Guiying Wu,False,False,None,0,0,0
3430,2024,2028,2,2,,,2,,4,True,False,0,3,,0.0,2,0,1.25,0,0,1,0,1,0,2,0,0,0,3430.0,Ming Xiong,,Ming Xiong,False,False,None,0,0,0
3431,2024,2024,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,3431.0,Tao Cao,,Tao Cao,False,False,None,0,0,0
3435,2013,2013,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,2,0,0,0,3435.0,Lei Long,,Lei Long,False,False,None,0,0,0
3437,2013,2027,2,2,,,2,,14,True,False,0,8,,0.0,2,0,0.2142857142857142,0,0,2,0,2,0,1,0,1,1,3437.0,Qiang Peng,,Qiang Peng,False,False,None,0,0,0
3439,2029,2029,1,1,,,1,,0,True,True,0,7,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,3439.0,Fang Gu,,Fang Gu,False,False,None,0,0,0
3440,2023,2023,1,1,,,1,,0,True,False,0,2,,0.0,0,0,0.0,0,0,1,0,1,0,2,0,0,0,3440.0,Guiying Cui,,Guiying Cui,False,False,None,0,0,0
3441,2023,2023,1,1,,,1,,0,True,False,0,2,,0.0,0,0,0.0,0,0,1,0,1,0,2,0,0,0,3441.0,Li Cheng,,Li Cheng,False,False,None,0,0,0
3442,2019,2029,2,2,,,1,,10,True,False,0,8,,0.0,0,0,0.1,0,0,2,0,2,0,1,0,0,0,3442.0,Xiuying Tian,,Xiuying Tian,False,False,None,0,0,0
3446,2023,2023,1,1,,,1,,0,True,False,0,1,,0.0,2,0,0.0,0,0,1,0,1,0,1,0,0,0,3446.0,Jing Xie,,Jing Xie,False,False,None,0,0,0
3447,2020,2028,6,6,2020.0,2020.0,3,0.0,8,True,False,0,8,20.0,0.0,1,0,1.5472440944881891,0,0,1,0,1,2,1,0,0,0,3447.0,Li Gu,,Li Gu,False,False,None,0,0,0
3448,2023,2028,3,3,,,3,,5,True,False,0,4,,0.0,7,0,1.5263157894736843,0,0,3,0,3,1,1,0,0,0,3448.0,Juan Li,,Juan Li,False,False,None,0,0,0
3452,2023,2023,1,1,,,1,,0,True,False,0,0,,0.0,1,0,0.0,0,0,1,0,1,0,1,0,0,0,3452.0,Xiulan Yang, $HADE, $HADE,False,False,None,0,0,0
3453,2023,2023,1,1,,,1,,0,True,False,0,0,,0.0,1,0,0.0,0,0,1,0,1,0,1,0,0,0,3453.0,Ming Fang,,Ming Fang,False,False,None,0,0,0
3455,2006,2026,2,2,,,2,,20,True,False,0,2,,0.0,1,0,0.15,0,0,3,0,3,0,2,0,0,0,3455.0,Maria Carlson,,Maria Carlson,False,False,None,0,0,0
3456,2002,2006,2,2,,,2,,4,True,False,0,0,,0.0,0,0,0.0,0,0,3,0,3,0,1,0,0,0,3456.0,Robin Russell,,Robin Russell,False,False,None,0,0,0
3459,2023,2023,2,2,,,1,,0,True,False,0,4,,0.0,1,0,0.0,0,0,3,0,3,2,1,0,3,3,3459.0,Holly Valenzuela,,Holly Valenzuela,False,False,None,0,0,0
3460,2023,2023,1,1,,,1,,0,True,False,0,2,,0.0,1,0,0.0,0,0,1,0,1,1,1,0,2,2,3460.0,Xia Zhu,,Xia Zhu,False,False,None,0,0,0
3461,2022,2023,2,2,,,2,,1,True,False,0,4,,0.0,1,0,4.0,0,0,1,0,1,1,2,0,2,2,3461.0,Yong Tao,,Yong Tao,False,False,None,0,0,0
3462,2023,2023,1,1,,,1,,0,True,False,0,2,,0.0,1,0,0.0,0,0,1,0,1,1,1,0,2,2,3462.0,Fang Zhu,,Fang Zhu,False,False,None,0,0,0
3465,2006,2006,1,1,,,1,,0,True,False,0,0,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,3465.0,Evelína Kučerová,,Evelína Kučerová,False,False,None,0,0,0
3466,2006,2006,1,1,,,1,,0,True,False,0,0,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,3466.0,Leslie Flynn,,Leslie Flynn,False,False,None,0,0,0
3468,2016,2016,1,1,2016.0,2016.0,1,0.0,0,True,False,0,1,24.0,0.0,0,0,0.0,0,0,1,0,1,0,2,0,0,0,3468.0,Qiang Feng,,Qiang Feng,False,False,None,0,0,0
3469,2016,2016,1,1,2016.0,2016.0,1,0.0,0,True,False,0,1,24.0,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,3469.0,Juan Qiu,,Juan Qiu,False,False,None,0,0,0
3470,2016,2016,1,1,2016.0,2016.0,1,0.0,0,True,False,0,1,24.0,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,3470.0,Yang Fan,,Yang Fan,False,False,None,0,0,0
3471,2016,2016,1,1,2016.0,2016.0,1,0.0,0,True,False,0,1,24.0,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,3471.0,Li Jiang,,Li Jiang,False,False,None,0,0,0
3472,2016,2016,1,1,2016.0,2016.0,1,0.0,0,True,False,0,1,24.0,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,3472.0,Lei Dai,,Lei Dai,False,False,None,0,0,0
3473,2016,2016,1,1,2016.0,2016.0,1,0.0,0,True,False,0,1,24.0,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,3473.0,Ming Qian,,Ming Qian,False,False,None,0,0,0
3474,2016,2019,2,2,2016.0,2016.0,2,0.0,3,True,False,0,2,24.0,0.0,8,0,3.333333333333333,0,0,3,0,3,0,1,0,0,0,3474.0,Fang Lin,,Fang Lin,False,False,None,0,0,0
3475,2016,2016,1,1,2016.0,2016.0,1,0.0,0,True,False,0,1,24.0,0.0,0,0,0.0,0,0,1,0,1,0,2,0,0,0,3475.0,Juan Duan,,Juan Duan,False,False,None,0,0,0
3476,2016,2016,1,1,2016.0,2016.0,1,0.0,0,True,False,0,1,24.0,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,3476.0,Yong Qin,,Yong Qin,False,False,None,0,0,0
3477,2016,2016,1,1,2016.0,2016.0,1,0.0,0,True,False,0,1,24.0,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,3477.0,Qiang Mo,,Qiang Mo,False,False,None,0,0,0
3478,2004,2016,2,2,2004.0,2016.0,2,0.0,12,True,False,0,4,24.0,0.0,0,0,0.8333333333333334,0,0,2,0,2,0,1,0,0,0,3478.0,Tao Bai,,Tao Bai,False,False,None,0,0,0
3480,2019,2019,1,1,2019.0,2019.0,1,0.0,0,True,False,0,0,21.0,0.0,0,0,0.0,0,0,2,0,2,0,1,0,0,0,3480.0,Cécile Meyer,,Cécile Meyer,False,False,None,0,0,0
3481,2019,2019,1,1,2019.0,2019.0,1,0.0,0,True,False,0,0,21.0,0.0,0,0,0.0,0,0,2,0,2,0,1,0,0,0,3481.0,Laura Mann,,Laura Mann,False,False,None,0,0,0
3484,2019,2019,1,1,2019.0,2019.0,1,0.0,0,True,False,0,0,21.0,0.0,0,0,0.0,0,0,2,0,2,0,2,0,0,0,3484.0,Adrienne Bouchet,,Adrienne Bouchet,False,False,None,0,0,0
3486,2024,2026,2,2,,,2,,2,True,False,0,5,,0.0,1,0,2.5,0,0,2,0,2,1,1,0,0,0,3486.0,Jing Zhu,,Jing Zhu,False,False,None,0,0,0
3487,2024,2024,1,1,,,1,,0,True,False,0,1,,0.0,1,0,0.0,0,0,2,0,2,1,1,0,0,0,3487.0,Jing Xiong,,Jing Xiong,False,False,None,0,0,0
3489,2024,2024,1,1,,,1,,0,True,False,0,1,,0.0,1,0,0.0,0,0,2,0,2,1,1,0,0,0,3489.0,Wei Xiao,,Wei Xiao,False,False,None,0,0,0
3490,2013,2013,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,1,0,1,3490.0,Tao Ren,,Tao Ren,False,False,None,0,0,0
3492,2030,2030,1,1,,,1,,0,True,True,1,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,3492.0,Na Gao,The Hollow Manuscript,The Hollow Manuscript,False,False,None,0,0,0
3493,2030,2030,1,1,,,1,,0,True,True,1,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,3493.0,Qiang Chen,,Qiang Chen,False,False,None,0,0,0
3494,2030,2030,1,1,,,1,,0,True,True,1,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,3494.0,Ming Long,,Ming Long,False,False,None,0,0,0
3495,2030,2030,1,1,,,1,,0,True,True,1,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,3495.0,Gang Qin,,Gang Qin,False,False,None,0,0,0
3496,2025,2030,2,2,,,2,,5,True,True,1,6,,0.0,0,0,0.8,0,0,3,0,3,2,1,0,0,0,3496.0,Xiulan Deng,,Xiulan Deng,False,False,None,0,0,0
3498,1989,1992,2,2,,,2,,3,True,False,0,3,,0.0,2,0,0.3333333333333333,0,0,1,0,1,0,1,0,0,0,3498.0,Lina Mendizábal Robledo,,Lina Mendizábal Robledo,False,False,None,0,0,0
3499,2000,2000,1,0,,,1,,0,True,False,0,1,,0.0,2,0,0.0,0,0,1,0,1,0,1,0,0,0,3499.0,John Rogers,,John Rogers,False,False,None,0,0,0
3502,2007,2013,3,3,,,1,,6,True,False,0,5,,0.0,1,0,1.1666666666666667,0,0,2,1,3,0,1,3,5,8,3502.0,Ignazio Pastine,Valkyris,Valkyris,True,True,Embers of Wrath,27,26,1
