artist_id,release_date,new_collabs,cumulative_collabs,id,name,stage_name,display_name
3650,2020.0,2,6,3650.0,Sarah Johnson,,Sarah Johnson
3653,2025.0,6,6,3653.0,Lei Xiao,,Lei Xiao
3654,2025.0,6,6,3654.0,Na Lai,,Na Lai
3655,2025.0,6,6,3655.0,Jing Ren,,Jing Ren
3655,2028.0,2,8,3655.0,Jing Ren,,Jing Ren
3656,2025.0,6,6,3656.0,Ryohei Ito,,Ryohei Ito
3657,2025.0,6,6,3657.0,Ming Tian,,Ming Tian
3658,2025.0,6,6,3658.0,Min Xiang,,Min Xiang
3659,2025.0,6,6,3659.0,Guiying Wang,,Guiying Wang
3664,2000.0,3,3,3664.0,Daniel Nelson,,Daniel Nelson
3665,2000.0,3,3,3665.0,Diana Taylor,,Diana Taylor
3665,2004.0,1,4,3665.0,Diana Taylor,,Diana Taylor
3665,2020.0,4,8,3665.0,Diana Taylor,,Diana Taylor
3666,2000.0,3,3,3666.0,Kayla Gomez,,Kayla Gomez
3666,2020.0,4,7,3666.0,Kayla Gomez,,Kayla Gomez
3666,2023.0,2,9,3666.0,Kayla Gomez,,Kayla Gomez
3669,2004.0,4,4,3669.0,Klaus-Werner Gerlach,,Klaus-Werner Gerlach
3670,2004.0,4,4,3670.0,Heinz-Günter Schmiedecke,,Heinz-Günter Schmiedecke
3671,2004.0,4,4,3671.0,Ming Qian,,Ming Qian
3677,2027.0,3,3,3677.0,Yan Guo,,Yan Guo
3678,2027.0,3,3,3678.0,Jun Shao,,Jun Shao
3678,2029.0,5,8,3678.0,Jun Shao,,Jun Shao
3679,2027.0,3,3,3679.0,Gang Hao,,Gang Hao
3679,2029.0,5,8,3679.0,Gang Hao,,Gang Hao
3681,2027.0,3,3,3681.0,Guiying Xia,,Guiying Xia
3681,2029.0,5,8,3681.0,Guiying Xia,,Guiying Xia
3684,2029.0,2,2,3684.0,Xiuying Yao,Mirrored Silence,Mirrored Silence
3685,2029.0,2,2,3685.0,Min Yu,,Min Yu
3686,2029.0,6,6,3686.0,Xia Chen,,Xia Chen
3686,2030.0,2,8,3686.0,Xia Chen,,Xia Chen
3690,2020.0,4,4,3690.0,Gang Sun,,Gang Sun
3690,2026.0,3,7,3690.0,Gang Sun,,Gang Sun
3690,2027.0,5,12,3690.0,Gang Sun,,Gang Sun
3691,2013.0,4,4,3691.0,Gang Zheng,,Gang Zheng
3691,2017.0,2,6,3691.0,Gang Zheng,,Gang Zheng
3691,2026.0,3,9,3691.0,Gang Zheng,,Gang Zheng
3693,2017.0,2,2,3693.0,Ping Fu,,Ping Fu
3694,2017.0,2,2,3694.0,Ming Cao,,Ming Cao
3696,2017.0,3,3,3696.0,Lei Sun,,Lei Sun
3698,2022.0,4,4,3698.0,Ming Zhao, FVDE, FVDE
3699,2022.0,4,4,3699.0,Lei Duan,Static Hymn,Static Hymn
3700,2022.0,4,4,3700.0,Yan Kong,,Yan Kong
3703,2022.0,4,4,3703.0,Wei Shi,,Wei Shi
3704,2007.0,3,3,3704.0,Qiang Xu,,Qiang Xu
3704,2022.0,4,7,3704.0,Qiang Xu,,Qiang Xu
3704,2026.0,4,11,3704.0,Qiang Xu,,Qiang Xu
3707,2004.0,6,6,3707.0,Stacy Henderson,,Stacy Henderson
3712,2020.0,6,6,3712.0,Fang Duan,,Fang Duan
3712,2024.0,8,14,3712.0,Fang Duan,,Fang Duan
3713,2024.0,4,4,3713.0,Yong Dai,,Yong Dai
3714,2024.0,8,8,3714.0,Chao Xiao,,Chao Xiao
3714,2029.0,3,11,3714.0,Chao Xiao,,Chao Xiao
3715,2024.0,4,4,3715.0,Wei Lai,,Wei Lai
3716,2024.0,8,8,3716.0,Qiang Xie,,Qiang Xie
3716,2029.0,15,23,3716.0,Qiang Xie,,Qiang Xie
3717,2020.0,6,6,3717.0,Albert Miller,,Albert Miller
3717,2024.0,6,12,3717.0,Albert Miller,,Albert Miller
3722,2008.0,1,1,3722.0,Nicole Newman,,Nicole Newman
3723,2008.0,1,1,3723.0,Timothy Randolph,,Timothy Randolph
3725,2026.0,3,3,3725.0,Donato Mocenigo,,Donato Mocenigo
3728,2017.0,3,3,3728.0,Théodore de la Chauvet,,Théodore de la Chauvet
3729,2017.0,3,3,3729.0,Daniel Aubry,,Daniel Aubry
3731,2016.0,2,2,3731.0,Ming Wan,Echo Dominion,Echo Dominion
3732,2016.0,2,2,3732.0,Qiang He,,Qiang He
3733,2016.0,2,2,3733.0,Qiang Lai,,Qiang Lai
3735,2030.0,4,4,3735.0,Qiang Zheng,,Qiang Zheng
3736,2030.0,4,4,3736.0,Fang Han,,Fang Han
3737,2030.0,4,4,3737.0,Mary Boyd,,Mary Boyd
3738,2030.0,4,4,3738.0,Gang Duan,,Gang Duan
3739,2030.0,4,4,3739.0,Wei Long,,Wei Long
3741,1986.0,2,2,3741.0,Andrew Dawson,,Andrew Dawson
3741,1988.0,2,4,3741.0,Andrew Dawson,,Andrew Dawson
3742,1986.0,2,2,3742.0,David Wilcox,,David Wilcox
3742,1998.0,1,3,3742.0,David Wilcox,,David Wilcox
3742,2023.0,1,4,3742.0,David Wilcox,,David Wilcox
3742,2026.0,1,5,3742.0,David Wilcox,,David Wilcox
3751,2027.0,2,2,3751.0,Imelda Zaguri,YUNG DUSK,YUNG DUSK
3751,2029.0,4,6,3751.0,Imelda Zaguri,YUNG DUSK,YUNG DUSK
3752,2027.0,2,2,3752.0,Nanni Telesio,,Nanni Telesio
3752,2029.0,4,6,3752.0,Nanni Telesio,,Nanni Telesio
3753,2017.0,8,8,3753.0,Graziella Saffi,,Graziella Saffi
3753,2023.0,3,11,3753.0,Graziella Saffi,,Graziella Saffi
3753,2027.0,2,13,3753.0,Graziella Saffi,,Graziella Saffi
3753,2029.0,4,17,3753.0,Graziella Saffi,,Graziella Saffi
3754,2027.0,2,2,3754.0,Annetta Passalacqua,,Annetta Passalacqua
3754,2029.0,4,6,3754.0,Annetta Passalacqua,,Annetta Passalacqua
3760,2000.0,6,6,3760.0,Min Long,,Min Long
3760,2004.0,6,12,3760.0,Min Long,,Min Long
3760,2020.0,6,18,3760.0,Min Long,,Min Long
3761,1997.0,6,6,3761.0,Gang Shao,,Gang Shao
3761,2000.0,6,12,3761.0,Gang Shao,,Gang Shao
3761,2004.0,6,18,3761.0,Gang Shao,,Gang Shao
3762,2000.0,6,6,3762.0,Xiulan Lin,,Xiulan Lin
3763,2000.0,6,6,3763.0,Qiang Yuan,,Qiang Yuan
3763,2004.0,6,12,3763.0,Qiang Yuan,,Qiang Yuan
3764,1997.0,6,6,3764.0,Wei Zhao,,Wei Zhao
3764,2000.0,6,12,3764.0,Wei Zhao,,Wei Zhao
3765,1997.0,6,6,3765.0,Wei Xiong,,Wei Xiong
3765,2000.0,6,12,3765.0,Wei Xiong,,Wei Xiong
3765,2020.0,5,17,3765.0,Wei Xiong,,Wei Xiong
3765,2023.0,3,20,3765.0,Wei Xiong,,Wei Xiong
3768,1992.0,2,2,3768.0,Plinio Ribas,,Plinio Ribas
3769,1992.0,2,2,3769.0,Ulises Gomila Morell,,Ulises Gomila Morell
3770,1992.0,2,2,3770.0,Paca Ema Mosquera Cepeda,,Paca Ema Mosquera Cepeda
3774,2026.0,1,1,3774.0,Jun Yin,,Jun Yin
3774,2030.0,1,2,3774.0,Jun Yin,,Jun Yin
3775,2020.0,3,3,3775.0,Yang Cui,,Yang Cui
3775,2026.0,1,4,3775.0,Yang Cui,,Yang Cui
3775,2030.0,1,5,3775.0,Yang Cui,,Yang Cui
3777,2012.0,1,1,3777.0,Douglas Lewis,,Douglas Lewis
3780,1987.0,1,1,3780.0,Krzysztof Linda,,Krzysztof Linda
3781,1984.0,1,1,3781.0,Janos Zimmer,,Janos Zimmer
3781,1987.0,1,2,3781.0,Janos Zimmer,,Janos Zimmer
3784,2020.0,1,1,3784.0,Yong Tan,,Yong Tan
3785,2020.0,1,1,3785.0,Yan Tao,,Yan Tao
3788,2029.0,4,4,3788.0,Jie Cao,,Jie Cao
3789,2029.0,4,4,3789.0,Xia Yuan,,Xia Yuan
3790,2029.0,4,4,3790.0,Chao Chang,,Chao Chang
3791,2029.0,4,4,3791.0,Lei Hao,,Lei Hao
3792,2029.0,4,4,3792.0,Yong Shao,,Yong Shao
3796,2020.0,3,3,3796.0,Tao Luo,,Tao Luo
3802,2007.0,3,3,3802.0,Brett Terry,,Brett Terry
3803,2007.0,3,3,3803.0,Regina Beck,,Regina Beck
3804,2007.0,3,3,3804.0,Micheal Welch,,Micheal Welch
3805,2007.0,3,3,3805.0,Michael Mccullough,,Michael Mccullough
3807,2023.0,3,3,3807.0,Jing Zhang,,Jing Zhang
3807,2026.0,4,7,3807.0,Jing Zhang,,Jing Zhang
3808,2026.0,4,4,3808.0,Tao Zheng,,Tao Zheng
3809,2026.0,4,4,3809.0,Yan Yan,,Yan Yan
3810,2026.0,4,4,3810.0,Ping Meng,,Ping Meng
3811,2026.0,4,4,3811.0,Xiuying Liu,,Xiuying Liu
3812,2020.0,5,5,3812.0,Fang Meng,,Fang Meng
3812,2023.0,3,8,3812.0,Fang Meng,,Fang Meng
3814,2029.0,3,3,3814.0,Qiang Feng, The Ghost, The Ghost
3815,2029.0,3,3,3815.0,Brittney Rivera,,Brittney Rivera
3816,2029.0,3,3,3816.0,Daniel Kent,,Daniel Kent
3818,2029.0,3,3,3818.0,Qiang Peng,,Qiang Peng
3820,1994.0,1,1,3820.0,Melanie Jimenez,,Melanie Jimenez
3820,1997.0,1,2,3820.0,Melanie Jimenez,,Melanie Jimenez
3820,2023.0,1,3,3820.0,Melanie Jimenez,,Melanie Jimenez
3824,2023.0,2,2,3824.0,Na Ma,,Na Ma
3825,2023.0,2,2,3825.0,Min Cui,,Min Cui
3827,2019.0,1,1,3827.0,Yong Deng,,Yong Deng
3829,2025.0,7,7,3829.0,Li Zou,,Li Zou
3831,2025.0,7,7,3831.0,Chao Tang,,Chao Tang
3832,2025.0,7,7,3832.0,Gang Yin,,Gang Yin
3833,2020.0,6,6,3833.0,Wei Chang,,Wei Chang
3833,2025.0,7,13,3833.0,Wei Chang,,Wei Chang
3834,2025.0,7,7,3834.0,Gang Zhang,,Gang Zhang
3835,2025.0,7,7,3835.0,Tao Lei,,Tao Lei
3835,2026.0,4,11,3835.0,Tao Lei,,Tao Lei
3835,2029.0,3,14,3835.0,Tao Lei,,Tao Lei
3836,2025.0,7,7,3836.0,Na Zou,,Na Zou
3839,2020.0,12,12,3839.0,Tao Gu,,Tao Gu
3840,2027.0,4,4,3840.0,Qiang Feng,,Qiang Feng
3841,2020.0,12,12,3841.0,Li Jin,,Li Jin
3841,2027.0,4,16,3841.0,Li Jin,,Li Jin
3842,2027.0,4,4,3842.0,Na Shen,,Na Shen
3843,2020.0,12,12,3843.0,Fang Jia,,Fang Jia
3843,2021.0,2,14,3843.0,Fang Jia,,Fang Jia
3843,2023.0,3,17,3843.0,Fang Jia,,Fang Jia
3843,2027.0,4,21,3843.0,Fang Jia,,Fang Jia
3846,2000.0,3,3,3846.0,Sylvia Watson,,Sylvia Watson
3846,2004.0,2,5,3846.0,Sylvia Watson,,Sylvia Watson
3847,2000.0,3,3,3847.0,Joseph Luna,,Joseph Luna
3849,2000.0,3,3,3849.0,Wayne Malone,,Wayne Malone
3852,2024.0,3,3,3852.0,Marissa Evans,,Marissa Evans
3853,2024.0,3,3,3853.0,James Valentine,,James Valentine
3861,1997.0,3,3,3861.0,Matthäus Ladeck,,Matthäus Ladeck
3863,2004.0,1,1,3863.0,Sébastien Delaunay,,Sébastien Delaunay
3864,2004.0,1,1,3864.0,Matthieu Le Roux,,Matthieu Le Roux
3866,2013.0,1,1,3866.0,Yan Liu,,Yan Liu
3867,2013.0,1,1,3867.0,Jun Xue,,Jun Xue
3868,2028.0,9,9,3868.0,Xiulan Lu,,Xiulan Lu
3870,2010.0,3,3,3870.0,Larry Rogers, $PIRIT, $PIRIT
3872,2010.0,3,3,3872.0,James Price,,James Price
3873,2010.0,3,3,3873.0,Bailey Ewing,,Bailey Ewing
3874,2010.0,3,3,3874.0,Billy Green,,Billy Green
3880,2022.0,4,4,3880.0,Gang Huang,,Gang Huang
3882,2004.0,6,6,3882.0,Juan Zhou,,Juan Zhou
3883,2004.0,6,6,3883.0,Yang Zhao,,Yang Zhao
3883,2025.0,3,9,3883.0,Yang Zhao,,Yang Zhao
3886,2018.0,4,4,3886.0,Lindsey Diaz,Blake Austin,Blake Austin
3887,2018.0,4,4,3887.0,Tao Yin,,Tao Yin
3888,2018.0,4,4,3888.0,Xiuying Lu,,Xiuying Lu
3889,2018.0,4,4,3889.0,Qiang Sun,,Qiang Sun
3890,2018.0,4,4,3890.0,Yan Dai,,Yan Dai
3892,2023.0,2,2,3892.0,Ming Liu,,Ming Liu
3893,2023.0,3,3,3893.0,Tao Du,,Tao Du
3894,2023.0,3,3,3894.0,Yan Yan,,Yan Yan
3894,2029.0,6,9,3894.0,Yan Yan,,Yan Yan
3895,2023.0,3,3,3895.0,Yoko Fujita,,Yoko Fujita
3895,2029.0,6,9,3895.0,Yoko Fujita,,Yoko Fujita
3897,1981.0,2,2,3897.0,Arkadiusz Flisiak,,Arkadiusz Flisiak
3899,2027.0,2,2,3899.0,Tao Cai,,Tao Cai
3900,2027.0,2,2,3900.0,Yong Fu,,Yong Fu
3902,2027.0,2,2,3902.0,Juan Fu,,Juan Fu
3910,2020.0,1,1,3910.0,Yui Kondo,,Yui Kondo
3911,2020.0,1,1,3911.0,Kaori Kobayashi,,Kaori Kobayashi
3915,2026.0,1,1,3915.0,Xiuying Deng,,Xiuying Deng
3915,2029.0,4,5,3915.0,Xiuying Deng,,Xiuying Deng
3918,2026.0,4,4,3918.0,Jacqueline Bowen, Vapor Saint, Vapor Saint
3919,2026.0,4,4,3919.0,Jason Miller,,Jason Miller
3920,2026.0,4,4,3920.0,William Diaz,,William Diaz
3921,2026.0,4,4,3921.0,Brooke Robinson,,Brooke Robinson
3922,2026.0,4,4,3922.0,Stephen Vazquez,,Stephen Vazquez
3924,2013.0,5,5,3924.0,Xia Tian,,Xia Tian
3925,2013.0,5,5,3925.0,Ping Hou,,Ping Hou
3926,2013.0,5,5,3926.0,Yong Gu,,Yong Gu
3927,2013.0,5,5,3927.0,Xia Hao,,Xia Hao
3928,2013.0,5,5,3928.0,Jun Mo,,Jun Mo
3929,2013.0,5,5,3929.0,Xia Song,,Xia Song
3934,2020.0,3,3,3934.0,Li Tian,,Li Tian
3935,2020.0,3,3,3935.0,Ping Wu,,Ping Wu
3936,2023.0,2,2,3936.0,Tao Li,,Tao Li
3937,2020.0,3,3,3937.0,Lei Zheng,,Lei Zheng
3937,2023.0,3,6,3937.0,Lei Zheng,,Lei Zheng
3938,2020.0,3,3,3938.0,Min Chen,,Min Chen
3938,2023.0,1,4,3938.0,Min Chen,,Min Chen
3940,2013.0,8,8,3940.0,Chris Meyer,Halogen Rapture,Halogen Rapture
3941,2013.0,8,8,3941.0,Adam Hanna,,Adam Hanna
3942,2013.0,8,8,3942.0,Molly Williams,,Molly Williams
3944,2013.0,8,8,3944.0,Sabrina Mcmahon,,Sabrina Mcmahon
3945,2013.0,8,8,3945.0,Yong Mao,,Yong Mao
3946,2013.0,8,8,3946.0,Marie Flores,,Marie Flores
3947,2013.0,8,8,3947.0,Aaron Conway,,Aaron Conway
3948,2013.0,8,8,3948.0,Melanie Fisher,,Melanie Fisher
3948,2024.0,4,12,3948.0,Melanie Fisher,,Melanie Fisher
3952,2026.0,2,2,3952.0,Lei Lai,,Lei Lai
3953,2026.0,2,2,3953.0,Ping Dong,,Ping Dong
3955,2026.0,2,2,3955.0,Monica Blevins,,Monica Blevins
3957,2023.0,4,4,3957.0,Juan Qiao,,Juan Qiao
3958,2021.0,2,2,3958.0,Na Ma,,Na Ma
3958,2023.0,4,6,3958.0,Na Ma,,Na Ma
3959,2023.0,4,4,3959.0,Jun Jin,,Jun Jin
3960,2023.0,4,4,3960.0,Qiang Song,,Qiang Song
3961,2023.0,4,4,3961.0,Xiulan Ren,,Xiulan Ren
3967,2018.0,2,2,3967.0,Jessica Stafford, R.O. Santos, R.O. Santos
3967,2023.0,2,4,3967.0,Jessica Stafford, R.O. Santos, R.O. Santos
3968,2018.0,2,2,3968.0,Lisa Jones,,Lisa Jones
3968,2023.0,2,4,3968.0,Lisa Jones,,Lisa Jones
3969,2018.0,2,2,3969.0,Daniel Roberts,,Daniel Roberts
3969,2023.0,2,4,3969.0,Daniel Roberts,,Daniel Roberts
3974,2024.0,2,2,3974.0,Guiying Yang,,Guiying Yang
3975,2024.0,2,2,3975.0,Chao Lu,,Chao Lu
3977,2024.0,2,2,3977.0,Ping Chang,,Ping Chang
3979,1991.0,3,3,3979.0,Matilda Zarlino,,Matilda Zarlino
3979,2006.0,4,7,3979.0,Matilda Zarlino,,Matilda Zarlino
3980,1991.0,3,3,3980.0,Dina Borroni,,Dina Borroni
3980,2006.0,4,7,3980.0,Dina Borroni,,Dina Borroni
3981,1991.0,3,3,3981.0,Travis Tucker,,Travis Tucker
3982,1991.0,3,3,3982.0,Pierangelo Papafava,,Pierangelo Papafava
3982,2006.0,4,7,3982.0,Pierangelo Papafava,,Pierangelo Papafava
3983,2006.0,4,4,3983.0,Joseph Figueroa,,Joseph Figueroa
3987,2015.0,4,4,3987.0,Xiulan Fang,,Xiulan Fang
3987,2020.0,6,10,3987.0,Xiulan Fang,,Xiulan Fang
3988,2010.0,7,7,3988.0,Qiang Liu,,Qiang Liu
3988,2015.0,4,11,3988.0,Qiang Liu,,Qiang Liu
3989,2015.0,4,4,3989.0,Jun Qiao,,Jun Qiao
3989,2020.0,3,7,3989.0,Jun Qiao,,Jun Qiao
3990,2015.0,4,4,3990.0,Ming Huang,,Ming Huang
3990,2020.0,14,18,3990.0,Ming Huang,,Ming Huang
3990,2029.0,7,25,3990.0,Ming Huang,,Ming Huang
3995,2025.0,3,3,3995.0,Wei Yang,,Wei Yang
3996,2025.0,3,3,3996.0,Yang Pan,,Yang Pan
3998,2027.0,6,6,3998.0,Mark Nichols,,Mark Nichols
3999,2025.0,3,3,3999.0,Naoko Miura,,Naoko Miura
4000,2025.0,3,3,4000.0,Gang Shi,,Gang Shi
4005,2020.0,1,1,4005.0,Min Tao,,Min Tao
4007,2007.0,2,2,4007.0,John Ramirez,,John Ramirez
4007,2017.0,2,4,4007.0,John Ramirez,,John Ramirez
4009,2000.0,4,4,4009.0,Christopher Thomas,,Christopher Thomas
4010,1997.0,1,1,4010.0,Laure du Hebert,,Laure du Hebert
4011,1997.0,1,1,4011.0,Nathalie Legrand,,Nathalie Legrand
4011,2000.0,4,5,4011.0,Nathalie Legrand,,Nathalie Legrand
4015,2024.0,5,5,4015.0,Vitali Rogner,Echoa,Echoa
4016,2024.0,5,5,4016.0,Serafina Vives-Somoza,,Serafina Vives-Somoza
4017,2024.0,5,5,4017.0,Gunhild Oderwald,,Gunhild Oderwald
4018,2024.0,5,5,4018.0,Paolo Gotthard,,Paolo Gotthard
4019,2024.0,5,5,4019.0,Valerij Bonbach,,Valerij Bonbach
4021,2024.0,5,5,4021.0,Eva-Maria Killer,,Eva-Maria Killer
4024,2026.0,2,2,4024.0,Margherita Giammusso,,Margherita Giammusso
4025,2026.0,2,2,4025.0,Ida Vigliotti,,Ida Vigliotti
4027,2026.0,2,2,4027.0,Pina Garrone,,Pina Garrone
4030,2027.0,4,4,4030.0,Li He,,Li He
4031,2027.0,4,4,4031.0,Ping Fu,,Ping Fu
4032,2021.0,2,2,4032.0,Guiying Gao,,Guiying Gao
4032,2027.0,4,6,4032.0,Guiying Gao,,Guiying Gao
4033,2021.0,2,2,4033.0,Xiuying Jin,,Xiuying Jin
4033,2027.0,4,6,4033.0,Xiuying Jin,,Xiuying Jin
4035,2028.0,1,1,4035.0,Fang Ren, Aria Snow, Aria Snow
4035,2030.0,2,3,4035.0,Fang Ren, Aria Snow, Aria Snow
4037,2028.0,1,1,4037.0,Juan Peng,,Juan Peng
4037,2030.0,2,3,4037.0,Juan Peng,,Juan Peng
4039,2020.0,12,12,4039.0,Min Xue,,Min Xue
4040,2020.0,12,12,4040.0,Xiulan Qin,,Xiulan Qin
4041,2020.0,12,12,4041.0,Wei He,,Wei He
4042,2020.0,12,12,4042.0,Xiuying Qiu,,Xiuying Qiu
4043,2020.0,12,12,4043.0,Kelly Castro,,Kelly Castro
4044,2020.0,12,12,4044.0,Erika Ruiz,,Erika Ruiz
4045,1999.0,1,1,4045.0,Yan Tang,,Yan Tang
4045,2020.0,12,13,4045.0,Yan Tang,,Yan Tang
4047,2018.0,3,3,4047.0,Qiang Shen,,Qiang Shen
4048,2018.0,3,3,4048.0,Fang Yan,,Fang Yan
4049,2018.0,3,3,4049.0,Dora Säuberlich,,Dora Säuberlich
4050,2018.0,3,3,4050.0,Na Ren,,Na Ren
4052,2029.0,1,1,4052.0,Xiulan Wan,,Xiulan Wan
4054,2029.0,1,1,4054.0,Chao Dai,,Chao Dai
4056,2025.0,2,2,4056.0,Lei Pan,,Lei Pan
4057,2023.0,3,3,4057.0,Qiang Zou,,Qiang Zou
4058,2023.0,3,3,4058.0,Xiuying Qiu,,Xiuying Qiu
4058,2025.0,2,5,4058.0,Xiuying Qiu,,Xiuying Qiu
4058,2028.0,7,12,4058.0,Xiuying Qiu,,Xiuying Qiu
4060,2013.0,4,4,4060.0,Leonard Dudley,YNT BOSS (Young & Timeless),YNT BOSS (Young & Timeless)
4061,2013.0,4,4,4061.0,Patricia Johnson,,Patricia Johnson
4063,2013.0,4,4,4063.0,Brittany Kelly,,Brittany Kelly
4065,2013.0,4,4,4065.0,Gary Torres,,Gary Torres
4066,2013.0,4,4,4066.0,Gregory Porter,,Gregory Porter
4070,1993.0,1,1,4070.0,Michel Pichon,,Michel Pichon
4072,2010.0,3,3,4072.0,Juan Xue,,Juan Xue
4072,2017.0,5,8,4072.0,Juan Xue,,Juan Xue
4073,2010.0,3,3,4073.0,Patricia Hardy,,Patricia Hardy
4073,2013.0,4,7,4073.0,Patricia Hardy,,Patricia Hardy
4073,2017.0,5,12,4073.0,Patricia Hardy,,Patricia Hardy
4074,2013.0,4,4,4074.0,Jing Liang,,Jing Liang
4074,2017.0,5,9,4074.0,Jing Liang,,Jing Liang
4075,2004.0,3,3,4075.0,Xia Du,,Xia Du
4075,2010.0,3,6,4075.0,Xia Du,,Xia Du
4075,2013.0,4,10,4075.0,Xia Du,,Xia Du
4075,2017.0,5,15,4075.0,Xia Du,,Xia Du
4076,2013.0,4,4,4076.0,Leslie Mathis,,Leslie Mathis
4076,2017.0,5,9,4076.0,Leslie Mathis,,Leslie Mathis
4078,2023.0,3,3,4078.0,Meagan Hendrix,,Meagan Hendrix
4079,2023.0,3,3,4079.0,Chao Wan,,Chao Wan
4080,2023.0,3,3,4080.0,Yan Lu,,Yan Lu
4082,2023.0,3,3,4082.0,Ming Hu,,Ming Hu
4083,2023.0,2,2,4083.0,Min Yi,,Min Yi
4087,2023.0,1,1,4087.0,Theresa Johnson,,Theresa Johnson
4089,2023.0,1,1,4089.0,Colton Williams,,Colton Williams
4091,2023.0,2,2,4091.0,Joan Brown,,Joan Brown
4092,2020.0,2,2,4092.0,Brian Hughes,,Brian Hughes
4092,2023.0,4,6,4092.0,Brian Hughes,,Brian Hughes
4092,2030.0,2,8,4092.0,Brian Hughes,,Brian Hughes
4093,2020.0,2,2,4093.0,Jerry Johnson,,Jerry Johnson
4093,2023.0,2,4,4093.0,Jerry Johnson,,Jerry Johnson
4096,2010.0,2,2,4096.0,Tao Wen,,Tao Wen
4096,2020.0,5,7,4096.0,Tao Wen,,Tao Wen
4097,2010.0,2,2,4097.0,Courtney Carroll,,Courtney Carroll
4097,2020.0,5,7,4097.0,Courtney Carroll,,Courtney Carroll
4098,2010.0,2,2,4098.0,Guiying Liao,,Guiying Liao
4098,2015.0,6,8,4098.0,Guiying Liao,,Guiying Liao
4098,2023.0,1,9,4098.0,Guiying Liao,,Guiying Liao
4098,2024.0,2,11,4098.0,Guiying Liao,,Guiying Liao
4098,2025.0,1,12,4098.0,Guiying Liao,,Guiying Liao
4106,2007.0,1,1,4106.0,Élise Moreno,,Élise Moreno
4108,2028.0,2,2,4108.0,Tyler Watson,,Tyler Watson
4109,2028.0,2,2,4109.0,Jason Green,,Jason Green
4110,2028.0,2,2,4110.0,Christina Dalton,,Christina Dalton
4113,2029.0,1,1,4113.0,Ping Song,,Ping Song
4114,2029.0,1,1,4114.0,Juan Xia,,Juan Xia
4118,1997.0,6,6,4118.0,Timothy Elliott,,Timothy Elliott
4118,2023.0,3,9,4118.0,Timothy Elliott,,Timothy Elliott
4119,1997.0,6,6,4119.0,Jun Luo,,Jun Luo
4124,2022.0,3,3,4124.0,Yang Zhao,,Yang Zhao
4124,2025.0,3,6,4124.0,Yang Zhao,,Yang Zhao
4125,2020.0,5,5,4125.0,Tao Zhang,,Tao Zhang
4125,2022.0,3,8,4125.0,Tao Zhang,,Tao Zhang
4125,2025.0,5,13,4125.0,Tao Zhang,,Tao Zhang
4127,2020.0,6,6,4127.0,William Carter, Jade, Jade
4128,2020.0,6,6,4128.0,Michael Pratt,,Michael Pratt
4131,2017.0,8,8,4131.0,Kelsey Hernandez,,Kelsey Hernandez
4131,2020.0,10,18,4131.0,Kelsey Hernandez,,Kelsey Hernandez
4131,2023.0,7,25,4131.0,Kelsey Hernandez,,Kelsey Hernandez
4131,2026.0,4,29,4131.0,Kelsey Hernandez,,Kelsey Hernandez
4132,2020.0,6,6,4132.0,Jonathan Avila,,Jonathan Avila
4133,2020.0,6,6,4133.0,Lori Williams,,Lori Williams
4134,2017.0,6,6,4134.0,Dwayne Wilson,,Dwayne Wilson
4134,2020.0,10,16,4134.0,Dwayne Wilson,,Dwayne Wilson
4134,2023.0,7,23,4134.0,Dwayne Wilson,,Dwayne Wilson
4134,2026.0,4,27,4134.0,Dwayne Wilson,,Dwayne Wilson
4138,2020.0,1,1,4138.0,Qiang Liu,,Qiang Liu
4139,2020.0,1,1,4139.0,Audrey Gray,,Audrey Gray
4141,2024.0,4,4,4141.0,Ping Zhong,,Ping Zhong
4141,2026.0,8,12,4141.0,Ping Zhong,,Ping Zhong
4141,2028.0,1,13,4141.0,Ping Zhong,,Ping Zhong
4142,2026.0,8,8,4142.0,Angelica Reid,,Angelica Reid
4143,2026.0,8,8,4143.0,Ping Du,,Ping Du
4144,2022.0,4,4,4144.0,Yang Liao,,Yang Liao
4144,2026.0,8,12,4144.0,Yang Liao,,Yang Liao
4145,2024.0,4,4,4145.0,Yan Liang,,Yan Liang
4145,2026.0,8,12,4145.0,Yan Liang,,Yan Liang
4146,2026.0,8,8,4146.0,Yong Zeng,,Yong Zeng
4147,2022.0,4,4,4147.0,Andrew Savage,,Andrew Savage
4147,2026.0,8,12,4147.0,Andrew Savage,,Andrew Savage
4149,2020.0,1,1,4149.0,Juan Johnson,,Juan Johnson
4152,2027.0,4,4,4152.0,Jared Snow,,Jared Snow
4153,2027.0,4,4,4153.0,Yang Qiao,,Yang Qiao
4154,2027.0,7,7,4154.0,Xiuying Long,,Xiuying Long
4156,2022.0,7,7,4156.0,Evelyn Banks,Mirrored Prophecy,Mirrored Prophecy
4157,2022.0,7,7,4157.0,Sarah Banks,,Sarah Banks
4158,2022.0,7,7,4158.0,Amanda Byrd,,Amanda Byrd
4159,2022.0,7,7,4159.0,Jennifer Hart,,Jennifer Hart
4161,2022.0,7,7,4161.0,Frederick Hicks,,Frederick Hicks
4162,2022.0,7,7,4162.0,Kari Warren,,Kari Warren
4163,2022.0,7,7,4163.0,Gregory Patton,,Gregory Patton
4164,2022.0,7,7,4164.0,Shelby Contreras,,Shelby Contreras
4170,2030.0,4,4,4170.0,Na Zhu,,Na Zhu
