artist_id,debut_year,latest_year,total_works,notable_works,first_notoriety,last_notoriety,genre_diversity,notoriety_lag,career_span,is_performer,is_recent_debut,recent_notable_works,outbound_influence,years_since_notoriety,notoriety_recency_score,collab_with_popular_count,recent_collab_count,collab_growth_rate,recent_inbound_influence,genre_alignment_score,prestige_label_count,prestige_group_count,prestige_score,influenced_by_popular_score,role_diversity,of_alignment,id,name,stage_name,display_name
4110,2028,2028,1,1,,,1,,0,True,True,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4110.0,Christina Dalton,,Christina Dalton
4113,2029,2029,1,1,,,1,,0,True,True,0,5,,0.0,0,0,0.0,0,0,2,0,2,1,1,0,4113.0,Ping Song,,Ping Song
4114,2029,2029,1,1,,,1,,0,True,True,0,5,,0.0,0,0,0.0,0,0,2,0,2,1,1,0,4114.0,Juan Xia,,Juan Xia
4118,1997,2023,2,2,,,2,,26,True,False,0,1,,0.0,3,0,0.11538461538461539,0,0,2,0,2,0,1,0,4118.0,Timothy Elliott,,Timothy Elliott
4119,1997,1997,1,1,,,1,,0,True,False,0,0,,0.0,3,0,0.0,0,0,1,0,1,0,1,0,4119.0,Jun Luo,,Jun Luo
4121,2021,2021,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,3,0,4121.0,Guiying Bai,,Guiying Bai
4124,2022,2025,2,2,,,2,,3,True,False,0,2,,0.0,4,0,1.0,0,0,1,0,1,0,1,0,4124.0,Yang Zhao,,Yang Zhao
4125,2020,2025,3,3,,,2,,5,True,False,0,10,,0.0,6,0,1.605263157894737,0,0,1,1,2,2,2,0,4125.0,Tao Zhang,,Tao Zhang
4127,2020,2020,1,1,,,1,,0,True,False,0,2,,0.0,3,0,0.0,0,0,1,0,1,0,1,0,4127.0,William Carter, Jade, Jade
4128,2020,2020,1,1,,,1,,0,True,False,0,2,,0.0,3,0,0.0,0,0,1,0,1,0,1,0,4128.0,Michael Pratt,,Michael Pratt
4131,2017,2026,6,6,,,1,,9,True,False,0,24,,0.0,2,0,2.3333333333333335,0,0,2,1,3,0,3,0,4131.0,Kelsey Hernandez,,Kelsey Hernandez
4132,2020,2020,1,1,,,1,,0,True,False,0,2,,0.0,3,0,0.0,0,0,1,0,1,0,1,0,4132.0,Jonathan Avila,,Jonathan Avila
4133,2020,2020,1,1,,,1,,0,True,False,0,2,,0.0,3,0,0.0,0,0,1,0,1,0,1,0,4133.0,Lori Williams,,Lori Williams
4134,2017,2026,5,5,,,1,,9,True,False,0,20,,0.0,2,0,2.3333333333333335,0,0,2,1,3,0,1,0,4134.0,Dwayne Wilson,,Dwayne Wilson
4138,2020,2020,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,2,0,2,1,1,0,4138.0,Qiang Liu,,Qiang Liu
4139,2020,2020,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,2,0,2,1,1,0,4139.0,Audrey Gray,,Audrey Gray
4141,2024,2028,3,3,,,3,,4,True,False,0,5,,0.0,2,0,2.25,0,0,1,0,1,1,2,0,4141.0,Ping Zhong,,Ping Zhong
4142,2026,2026,1,1,,,1,,0,True,True,0,3,,0.0,3,0,0.0,0,0,1,0,1,1,2,0,4142.0,Angelica Reid,,Angelica Reid
4143,2026,2026,1,1,,,1,,0,True,True,0,3,,0.0,3,0,0.0,0,0,1,0,1,1,2,0,4143.0,Ping Du,,Ping Du
4144,2022,2026,2,2,,,2,,4,True,False,0,5,,0.0,3,0,2.0,0,0,1,0,1,1,2,0,4144.0,Yang Liao,,Yang Liao
4145,2024,2026,2,2,,,2,,2,True,False,0,3,,0.0,3,0,4.0,0,0,1,0,1,1,1,0,4145.0,Yan Liang,,Yan Liang
4146,2026,2026,1,1,,,1,,0,True,True,0,3,,0.0,3,0,0.0,0,0,1,0,1,1,1,0,4146.0,Yong Zeng,,Yong Zeng
4147,2022,2026,2,2,,,2,,4,True,False,0,5,,0.0,3,0,2.0,0,0,1,0,1,1,1,0,4147.0,Andrew Savage,,Andrew Savage
4149,2017,2020,2,2,,,1,,3,True,False,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,2,0,4149.0,Juan Johnson,,Juan Johnson
4150,2029,2029,1,1,2029,2029,1,0,0,True,True,0,1,11,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4150.0,Laurie Anderson,,Laurie Anderson
4152,2027,2027,1,1,,,1,,0,True,True,0,1,,0.0,1,0,0.0,0,0,1,0,1,0,1,0,4152.0,Jared Snow,,Jared Snow
4153,2027,2027,1,1,,,1,,0,True,True,0,1,,0.0,1,0,0.0,0,0,1,0,1,0,1,0,4153.0,Yang Qiao,,Yang Qiao
4154,2027,2027,2,2,,,2,,0,True,True,0,1,,0.0,1,0,0.0,0,0,2,0,2,0,2,0,4154.0,Xiuying Long,,Xiuying Long
4156,2022,2022,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,2,0,4156.0,Evelyn Banks,Mirrored Prophecy,Mirrored Prophecy
4157,2022,2022,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4157.0,Sarah Banks,,Sarah Banks
4158,2022,2022,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4158.0,Amanda Byrd,,Amanda Byrd
4159,2022,2022,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4159.0,Jennifer Hart,,Jennifer Hart
4160,2007,2007,1,1,2007,2007,1,0,0,True,False,0,0,33,0.0,0,0,0.0,0,0,1,0,1,0,3,0,4160.0,John Pitts,,John Pitts
4161,2022,2022,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4161.0,Frederick Hicks,,Frederick Hicks
4162,2022,2022,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4162.0,Kari Warren,,Kari Warren
4163,2022,2022,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4163.0,Gregory Patton,,Gregory Patton
4164,2022,2022,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4164.0,Shelby Contreras,,Shelby Contreras
4170,2030,2030,1,1,,,1,,0,True,True,1,1,,0.0,0,0,0.0,0,0,1,0,1,0,2,0,4170.0,Na Zhu,,Na Zhu
4171,2013,2026,4,4,2026,2026,3,13,13,True,False,0,10,14,0.0,0,0,0.5,0,0,1,0,1,0,1,0,4171.0,Yong Yao,,Yong Yao
4173,2017,2017,1,1,,,1,,0,True,False,0,3,,0.0,0,0,0.0,0,0,0,0,0,1,2,0,4173.0,Fang Chen,,Fang Chen
4174,2017,2017,1,1,,,1,,0,True,False,0,3,,0.0,0,0,0.0,0,0,0,0,0,1,1,0,4174.0,Ming Jia,,Ming Jia
4175,2017,2017,1,1,,,1,,0,True,False,0,3,,0.0,0,0,0.0,0,0,0,0,0,1,1,0,4175.0,Lei Zhu,,Lei Zhu
4176,2017,2024,2,1,,,2,,7,True,False,0,3,,0.0,0,0,0.0,0,0,0,0,0,1,2,0,4176.0,Tao Yin,,Tao Yin
4179,2019,2019,1,1,,,1,,0,True,False,0,0,,0.0,0,0,0.0,0,0,2,0,2,0,2,0,4179.0,Eugene Turner,,Eugene Turner
4181,2020,2023,3,3,,,3,,3,True,False,0,5,,0.0,7,0,3.0,0,0,4,0,4,1,1,0,4181.0,Xiulan Xue,,Xiulan Xue
4182,2019,2019,1,1,,,1,,0,True,False,0,0,,0.0,0,0,0.0,0,0,2,0,2,0,1,0,4182.0,Juan Ding,,Juan Ding
4184,2023,2023,1,1,,,1,,0,True,False,0,3,,0.0,2,0,0.0,0,0,2,0,2,0,1,0,4184.0,Chao Yan,,Chao Yan
4185,2020,2025,5,5,,,4,,5,True,False,0,5,,0.0,4,0,1.1842105263157894,1,0,6,0,6,1,3,1,4185.0,Na Ren,,Na Ren
4189,1991,2020,3,3,,,2,,29,True,False,0,5,,0.0,1,0,0.034482758620689655,0,0,2,0,2,0,2,0,4189.0,Artur Nurkiewicz,,Artur Nurkiewicz
4192,2022,2022,1,1,2022,2022,1,0,0,True,False,0,1,18,0.0,0,0,0.0,0,0,0,0,0,0,2,0,4192.0,Nino Canova-Esposito,,Nino Canova-Esposito
4195,2026,2026,1,1,,,1,,0,True,True,0,3,,0.0,0,0,0.0,0,0,1,0,1,0,2,0,4195.0,Holly Garcia,,Holly Garcia
4196,2010,2026,2,2,,,2,,16,True,False,0,3,,0.0,1,0,0.5,0,0,2,0,2,0,1,0,4196.0,Min Lei,,Min Lei
4197,2026,2026,1,1,,,1,,0,True,True,0,3,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4197.0,Na Gu,,Na Gu
4198,2026,2026,1,1,,,1,,0,True,True,0,3,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4198.0,David Moore,,David Moore
4199,2026,2026,1,1,,,1,,0,True,True,0,3,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4199.0,Jun Shao,,Jun Shao
4200,2026,2026,1,1,,,1,,0,True,True,0,3,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4200.0,Jeremy Watkins,,Jeremy Watkins
4201,2026,2026,2,2,,,2,,0,True,True,0,6,,0.0,0,0,0.0,0,0,2,0,2,0,1,0,4201.0,Na Hao,,Na Hao
4202,2026,2026,1,1,,,1,,0,True,True,0,3,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4202.0,Candice Avila,,Candice Avila
4203,2026,2026,1,1,,,1,,0,True,True,0,3,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4203.0,Tao Yu,,Tao Yu
4205,1991,1991,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,1,0,1,1,2,0,4205.0,Janna Holt,,Janna Holt
4209,2023,2029,2,2,,,2,,6,True,False,0,1,,0.0,1,0,0.5,0,0,1,0,1,0,1,0,4209.0,Justin Wagner,,Justin Wagner
4210,2023,2029,3,3,,,3,,6,True,False,0,2,,0.0,0,0,0.5,0,0,1,0,1,0,2,0,4210.0,Barbara Mckee,,Barbara Mckee
4211,2023,2023,1,1,,,1,,0,True,False,0,0,,0.0,1,0,0.0,0,0,1,0,1,0,1,0,4211.0,Gang Mao,,Gang Mao
4213,2018,2018,1,1,,,1,,0,True,False,0,0,,0.0,0,0,0.0,0,0,0,0,0,0,2,0,4213.0,Anna Coleman,,Anna Coleman
4215,2018,2018,1,1,,,1,,0,True,False,0,0,,0.0,0,0,0.0,0,0,0,0,0,0,1,0,4215.0,Deborah Odonnell,,Deborah Odonnell
4217,2013,2013,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4217.0,Qiang Du,,Qiang Du
4219,2013,2013,2,2,,,2,,0,True,False,0,2,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4219.0,Lei Fan,,Lei Fan
4220,2013,2014,2,2,2014,2014,2,1,1,True,False,0,1,26,0.0,0,0,5.0,0,0,2,0,2,0,2,0,4220.0,Jing Shi,,Jing Shi
4223,1991,1991,1,1,,,1,,0,True,False,0,0,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4223.0,Warren Fleming, Cipher, Cipher
4224,1991,1991,1,1,,,1,,0,True,False,0,0,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4224.0,Mackenzie Greene,,Mackenzie Greene
4230,1995,1995,1,1,,,1,,0,True,False,0,0,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4230.0,Ivana Bains,,Ivana Bains
4231,1991,2013,4,4,,,2,,22,True,False,0,5,,0.0,0,0,0.0,0,0,2,0,2,1,3,0,4231.0,Jonathan Poole,,Jonathan Poole
4234,2022,2022,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4234.0,Chao Yao,The Lunar Manifesto,The Lunar Manifesto
4235,2022,2022,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4235.0,Xia Hou,,Xia Hou
4236,2024,2024,1,0,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,2,0,4236.0,Jun Yang,,Jun Yang
4237,2022,2024,2,1,,,1,,2,True,False,0,2,,0.0,0,0,1.5,0,0,1,0,1,0,2,0,4237.0,Min Han,,Min Han
4238,2022,2022,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4238.0,Jing Tang,,Jing Tang
4240,2026,2026,1,1,2026,2026,1,0,0,True,True,0,2,14,0.0,0,0,0.0,0,0,1,0,1,1,1,0,4240.0,Frau Melissa Neuschäfer, Grace, Grace
4241,2026,2026,2,2,2026,2026,2,0,0,True,True,0,3,14,0.0,0,0,0.0,0,0,1,0,1,2,1,0,4241.0,Margrit Stiffel,,Margrit Stiffel
4242,2026,2026,2,2,2026,2026,2,0,0,True,True,0,3,14,0.0,0,0,0.0,0,0,1,0,1,2,2,0,4242.0,Gerold Mangold,,Gerold Mangold
4244,2025,2027,2,2,,,1,,2,True,True,0,3,,0.0,0,0,1.5,0,0,1,0,1,0,1,0,4244.0,Lei Bai,,Lei Bai
4245,2025,2027,2,2,,,1,,2,True,True,0,3,,0.0,0,0,1.5,0,0,1,0,1,0,1,0,4245.0,Ping Zhou,,Ping Zhou
4246,2025,2027,2,2,,,1,,2,True,True,0,3,,0.0,0,0,1.5,0,0,1,0,1,0,1,0,4246.0,Juan Mo,,Juan Mo
4248,2025,2025,1,1,,,1,,0,True,True,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,2,0,4248.0,Ming Mao,,Ming Mao
4252,2003,2003,1,1,,,1,,0,True,False,0,4,,0.0,1,0,0.0,0,0,1,0,1,0,1,0,4252.0,Saira Bose,,Saira Bose
4255,2024,2029,3,3,,,3,,5,True,False,0,15,,0.0,4,0,1.6,0,0,1,1,2,2,2,0,4255.0,Guiying Zhou,,Guiying Zhou
4256,2024,2029,3,3,,,3,,5,True,False,0,14,,0.0,4,0,1.8,0,0,1,1,2,2,1,1,4256.0,Ming Ding,,Ming Ding
4257,2024,2029,2,2,,,2,,5,True,False,0,12,,0.0,4,0,1.0,0,0,1,1,2,2,2,0,4257.0,Xiulan Zhao,,Xiulan Zhao
4258,2024,2029,2,2,,,2,,5,True,False,0,11,,0.0,4,0,1.0,0,0,1,1,2,2,1,1,4258.0,Lei Fu,,Lei Fu
4259,2023,2029,6,6,,,6,,6,True,False,0,29,,0.0,5,0,2.5824175824175826,0,0,5,1,6,4,2,0,4259.0,Jie Tao,,Jie Tao
4262,2029,2029,1,1,,,1,,0,True,True,0,2,,0.0,0,0,0.0,0,0,0,0,0,1,1,0,4262.0,Jacob Orr, Silver Crane, Silver Crane
4263,2029,2029,1,1,,,1,,0,True,True,0,2,,0.0,0,0,0.0,0,0,0,0,0,1,1,0,4263.0,Amy Conway,,Amy Conway
4264,2029,2029,1,1,,,1,,0,True,True,0,2,,0.0,0,0,0.0,0,0,0,0,0,1,1,0,4264.0,Kelly Jackson,,Kelly Jackson
4265,2029,2029,1,1,,,1,,0,True,True,0,2,,0.0,0,0,0.0,0,0,0,0,0,1,1,0,4265.0,Christopher Jones,,Christopher Jones
4266,2029,2029,1,1,,,1,,0,True,True,0,2,,0.0,0,0,0.0,0,0,0,0,0,1,2,0,4266.0,Daniel Johnson,,Daniel Johnson
4267,2029,2029,1,1,,,1,,0,True,True,0,2,,0.0,0,0,0.0,0,0,0,0,0,1,1,0,4267.0,Mary Lewis,,Mary Lewis
4268,2029,2029,1,1,,,1,,0,True,True,0,2,,0.0,0,0,0.0,0,0,0,0,0,1,1,0,4268.0,Ashley Logan,,Ashley Logan
4272,2020,2020,1,0,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,1,0,1,1,3,0,4272.0,John Hayes,,John Hayes
4274,2026,2026,1,0,,,1,,0,True,True,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4274.0,Indrans Vyas,,Indrans Vyas
4275,2026,2026,1,0,,,1,,0,True,True,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4275.0,Gokul Kapur,,Gokul Kapur
4276,2026,2026,1,0,,,1,,0,True,True,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4276.0,Saira Kala,,Saira Kala
4277,2026,2026,1,0,,,1,,0,True,True,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4277.0,Riaan Kalla,,Riaan Kalla
4278,2026,2026,1,0,,,1,,0,True,True,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,2,0,4278.0,Dishani Sundaram,,Dishani Sundaram
4282,2020,2026,2,2,,,2,,6,True,False,0,2,,0.0,0,0,0.0,0,0,1,0,1,0,3,0,4282.0,Becky Walters,,Becky Walters
4284,2012,2020,5,5,2018,2018,2,6,8,True,False,0,17,22,0.0,4,0,1.8043478260869565,1,0,3,1,4,1,2,0,4284.0,Tarini Hans,,Tarini Hans
4285,2006,2022,9,8,2022,2022,3,16,16,True,False,0,27,18,0.0,4,0,1.2867768595041322,1,0,3,1,4,3,2,0,4285.0,Navya Sastry,,Navya Sastry
4287,2006,2018,8,7,2018,2018,1,12,12,True,False,0,20,22,0.0,4,0,1.7534246575342465,1,0,3,0,3,1,2,0,4287.0,Kashvi Dhillon,,Kashvi Dhillon
4290,2017,2020,2,2,,,1,,3,True,False,0,3,,0.0,0,0,1.0,0,0,1,0,1,0,2,0,4290.0,Gang Hu,,Gang Hu
4291,2017,2017,1,1,,,1,,0,True,False,0,2,,0.0,0,0,0.0,0,0,1,0,1,0,2,0,4291.0,Tao Meng,,Tao Meng
4292,2017,2017,1,1,,,1,,0,True,False,0,2,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4292.0,Jing Qiu,,Jing Qiu
4295,2020,2020,1,1,,,1,,0,True,False,0,0,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4295.0,Wei Lei,,Wei Lei
4296,2020,2020,1,1,,,1,,0,True,False,0,0,,0.0,0,0,0.0,0,0,1,0,1,0,2,0,4296.0,Yong Ma,,Yong Ma
4297,2020,2020,1,1,,,1,,0,True,False,0,0,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4297.0,Na Zeng,,Na Zeng
4298,2020,2029,2,2,,,2,,9,True,False,0,11,,0.0,1,0,0.4444444444444444,0,0,3,0,3,0,1,6,4298.0,Qiang Yuan,,Qiang Yuan
4300,1997,1997,1,1,,,1,,0,True,False,0,0,,0.0,2,0,0.0,0,0,2,0,2,0,2,0,4300.0,Pamela Johnson,,Pamela Johnson
4302,2030,2030,1,0,,,1,,0,True,True,0,6,,0.0,0,0,0.0,0,0,1,0,1,0,1,5,4302.0,Guiying Tao,,Guiying Tao
4303,2030,2030,1,0,,,1,,0,True,True,0,6,,0.0,0,0,0.0,0,0,1,0,1,0,1,5,4303.0,Xiuying Cai,,Xiuying Cai
4304,2030,2030,1,0,,,1,,0,True,True,0,6,,0.0,0,0,0.0,0,0,1,0,1,0,2,5,4304.0,Jun Liu,,Jun Liu
4307,2020,2020,1,1,,,1,,0,True,False,0,0,,0.0,1,0,0.0,0,0,2,0,2,0,1,0,4307.0,Juan Hu,,Juan Hu
4309,2020,2020,1,1,,,1,,0,True,False,0,0,,0.0,1,0,0.0,0,0,2,0,2,0,2,0,4309.0,Wei Cao,,Wei Cao
4310,2020,2020,1,1,,,1,,0,True,False,0,0,,0.0,1,0,0.0,0,0,2,0,2,0,1,0,4310.0,Na Qiu,,Na Qiu
4312,2020,2020,1,1,,,1,,0,True,False,0,0,,0.0,1,0,0.0,0,0,2,0,2,0,1,0,4312.0,Jun Shen,,Jun Shen
4315,2013,2013,1,1,2013,2013,1,0,0,True,False,0,1,27,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4315.0,Gaja Powierża,,Gaja Powierża
4317,2011,2011,1,1,,,1,,0,True,False,0,2,,0.0,1,0,0.0,0,0,1,0,1,0,3,0,4317.0,Juan Ding,,Juan Ding
4318,2011,2011,1,1,,,1,,0,True,False,0,2,,0.0,1,0,0.0,0,0,1,0,1,0,2,0,4318.0,Ming Liang,,Ming Liang
4319,2011,2024,3,3,,,1,,13,True,False,0,5,,0.0,0,0,0.33812949640287776,0,0,1,0,1,0,1,0,4319.0,Xiulan Tao,,Xiulan Tao
4320,2011,2014,2,2,,,1,,3,True,False,0,4,,0.0,1,0,1.0,0,0,1,0,1,0,2,0,4320.0,Ming Tian,,Ming Tian
4324,2017,2017,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4324.0,Xiulan Dong,,Xiulan Dong
4325,2017,2017,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4325.0,Yong Qian,,Yong Qian
4326,2017,2017,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4326.0,Chao Wang,,Chao Wang
4327,2004,2024,2,2,2024,2024,1,20,20,True,False,0,2,16,0.0,2,0,0.2,0,0,1,0,1,0,1,0,4327.0,Jing Kang,,Jing Kang
4329,2026,2026,1,1,,,1,,0,True,True,0,1,,0.0,0,0,0.0,0,0,0,0,0,0,1,0,4329.0,Ming Dai,,Ming Dai
4333,2028,2028,1,1,2028,2028,1,0,0,True,True,0,1,12,0.0,0,0,0.0,0,0,1,0,1,0,3,0,4333.0,Klara Bisaga,,Klara Bisaga
4336,1985,1991,2,2,,,1,,6,True,False,0,1,,0.0,1,0,0.0,0,0,3,0,3,0,2,0,4336.0,Julian Biegała,,Julian Biegała
4340,2029,2029,1,1,,,1,,0,True,True,0,2,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4340.0,Richard Kaiser,,Richard Kaiser
4343,2015,2018,2,2,2015,2015,1,0,3,True,False,0,1,25,0.0,1,0,0.6666666666666666,0,0,1,0,1,1,1,0,4343.0,Ping Yuan,,Ping Yuan
4344,2015,2018,2,2,2015,2015,1,0,3,True,False,0,1,25,0.0,1,0,0.6666666666666666,0,0,1,0,1,1,2,0,4344.0,Jun Mao,,Jun Mao
4346,2015,2015,1,1,2015,2015,1,0,0,True,False,0,0,25,0.0,1,0,0.0,0,0,1,0,1,0,2,0,4346.0,Fang Ding,,Fang Ding
4347,2013,2018,5,5,2013,2015,2,0,5,True,False,0,6,25,0.0,4,0,1.5263157894736843,0,0,4,1,5,1,2,0,4347.0,Tao Ye,,Tao Ye
4349,2004,2010,2,2,,,1,,6,True,False,0,1,,0.0,2,0,0.6666666666666666,0,0,1,0,1,0,2,1,4349.0,Zoé-Agnès Delaunay,,Zoé-Agnès Delaunay
4350,2004,2007,2,2,,,1,,3,True,False,0,1,,0.0,2,0,1.0,0,0,1,0,1,0,1,1,4350.0,Thibault Hardy,,Thibault Hardy
4351,2004,2010,3,3,,,1,,6,True,False,0,2,,0.0,1,0,1.1666666666666667,0,0,1,0,1,0,3,2,4351.0,Alfred Thibault,,Alfred Thibault
4353,2028,2028,1,1,,,1,,0,True,True,0,1,,0.0,0,0,0.0,0,0,2,0,2,0,1,0,4353.0,Yang Mo,,Yang Mo
4354,2028,2029,2,2,,,2,,1,True,True,0,5,,0.0,1,0,4.0,0,0,2,0,2,1,2,2,4354.0,Ping Wu,,Ping Wu
4355,2024,2029,2,2,2040,2040,2,16,5,True,False,0,6,0,1.0,1,0,0.8,0,0,2,1,3,1,2,3,4355.0,Ping Peng,,Ping Peng
4356,2018,2029,5,5,2040,2040,4,22,11,True,False,0,7,0,1.0,1,0,1.5,0,0,4,1,5,1,3,3,4356.0,Xia Jia,,Xia Jia
4358,2004,2004,1,1,,,1,,0,True,False,0,1,,0.0,1,0,0.0,0,0,1,0,1,0,2,0,4358.0,Xia Du,,Xia Du
4359,2004,2004,1,1,,,1,,0,True,False,0,1,,0.0,1,0,0.0,0,0,1,0,1,0,1,0,4359.0,Xia Zheng,,Xia Zheng
4360,2004,2004,1,1,,,1,,0,True,False,0,1,,0.0,1,0,0.0,0,0,1,0,1,0,1,0,4360.0,Guiying Lin,,Guiying Lin
4363,2013,2013,1,1,,,1,,0,True,False,0,0,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4363.0,Troy Ruiz,,Troy Ruiz
4364,2013,2013,1,1,,,1,,0,True,False,0,0,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4364.0,Joseph Beltran,,Joseph Beltran
4369,2029,2029,1,1,2029,2029,1,0,0,True,True,0,5,11,0.0,0,0,0.0,0,0,1,0,1,3,1,0,4369.0,Manuel Morrison,,Manuel Morrison
4371,2029,2029,1,1,2029,2029,1,0,0,True,True,0,5,11,0.0,0,0,0.0,0,0,1,0,1,3,2,0,4371.0,Nancy Myers,,Nancy Myers
4373,2022,2022,1,1,,,1,,0,True,False,0,2,,0.0,0,0,0.0,0,0,1,0,1,0,2,0,4373.0,Yashvi Bahri,,Yashvi Bahri
4374,2022,2022,1,1,,,1,,0,True,False,0,2,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4374.0,Chao Yin,,Chao Yin
4375,2022,2022,1,1,,,1,,0,True,False,0,2,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4375.0,Matthew Mitchell,,Matthew Mitchell
4376,2022,2022,1,1,2022,2022,1,0,0,True,False,0,1,18,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4376.0,Roger Orozco,,Roger Orozco
4380,2019,2031,2,2,,,2,,12,True,False,1,4,,0.0,0,0,0.0,0,0,4,0,4,0,2,0,4380.0,Carolyn Hall,,Carolyn Hall
4382,2023,2023,1,1,2023,2023,1,0,0,True,False,0,0,17,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4382.0,Joseph Preston, Jack Rivers, Jack Rivers
4383,2023,2023,1,1,2023,2023,1,0,0,True,False,0,0,17,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4383.0,Brittany Mueller, DR3AMER, DR3AMER
4385,2023,2023,1,1,2023,2023,1,0,0,True,False,0,0,17,0.0,0,0,0.0,0,0,1,0,1,0,2,0,4385.0,Tracey Murphy,,Tracey Murphy
4386,2023,2028,2,2,2023,2023,1,0,5,True,False,0,1,17,0.0,0,0,0.6,0,0,2,0,2,0,2,0,4386.0,Bertram Hübel,,Bertram Hübel
4387,2023,2023,1,1,2023,2023,1,0,0,True,False,0,0,17,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4387.0,Sarah Wright,,Sarah Wright
4388,2023,2023,1,1,2023,2023,1,0,0,True,False,0,0,17,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4388.0,Sarah Phillips,,Sarah Phillips
4389,2023,2023,1,1,2023,2023,1,0,0,True,False,0,0,17,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4389.0,Holly Young,,Holly Young
4390,2023,2023,1,1,2023,2023,1,0,0,True,False,0,0,17,0.0,0,0,0.0,0,0,1,0,1,0,1,0,4390.0,Joshua Cobb,,Joshua Cobb
4394,2022,2030,4,4,2029,2029,2,7,8,True,False,1,10,11,0.0,2,0,1.2560975609756098,0,0,2,1,3,0,2,9,4394.0,Xiuying Li,,Xiuying Li
4395,2022,2030,4,4,2029,2029,2,7,8,True,False,1,10,11,0.0,2,0,1.2560975609756098,0,0,2,1,3,0,2,9,4395.0,Xia Cui,,Xia Cui
4396,2029,2029,1,1,2029,2029,1,0,0,True,True,0,2,11,0.0,3,0,0.0,0,0,1,0,1,0,1,2,4396.0,Tao Yin,,Tao Yin
4397,2025,2030,2,2,,,1,,5,True,True,1,7,,0.0,3,0,0.8,0,0,2,1,3,0,1,6,4397.0,Lei Shen,,Lei Shen
