Edge Type,source,target,key,source_genre,source_year,target_genre
InterpolatesFrom,5,13985,0,Lo-Fi Electronica,2026.0,Lo-Fi Electronica
InterpolatesFrom,5,13297,0,Lo-Fi Electronica,2026.0,Lo-Fi Electronica
InterpolatesFrom,5,3387,0,Lo-Fi Electronica,2026.0,Lo-Fi Electronica
InterpolatesFrom,10,14322,0,Indie Folk,2020.0,Post-Apocalyptic Folk
InterpolatesFrom,15,16367,0,Darkwave,2027.0,Darkwave
InterpolatesFrom,60,13681,0,Americana,2023.0,Indie Folk
InterpolatesFrom,71,12515,0,Indie Folk,2017.0,Psychedelic Rock
InterpolatesFrom,92,12673,0,Americana,2023.0,Americana
InterpolatesFrom,106,15275,0,Blues Rock,2020.0,Alternative Rock
InterpolatesFrom,121,5288,0,Indie Folk,2025.0,Doom Metal
InterpolatesFrom,139,14023,0,Speed Metal,2023.0,Speed Metal
InterpolatesFrom,148,15702,0,Speed Metal,2010.0,Speed Metal
InterpolatesFrom,148,4861,0,Speed Metal,2010.0,Speed Metal
InterpolatesFrom,148,6227,0,Speed Metal,2010.0,Speed Metal
InterpolatesFrom,187,2956,0,Indie Folk,2020.0,Indie Folk
InterpolatesFrom,210,7278,0,Darkwave,2029.0,Synthwave
InterpolatesFrom,210,13287,0,Darkwave,2029.0,Synthwave
InterpolatesFrom,249,1955,0,Emo/Pop Punk,2010.0,Emo/Pop Punk
InterpolatesFrom,292,5432,0,Dream Pop,2016.0,Synthwave
InterpolatesFrom,321,8307,0,Space Rock,2025.0,Jazz Surf Rock
InterpolatesFrom,321,14987,0,Space Rock,2025.0,Doom Metal
InterpolatesFrom,329,4378,0,Blues Rock,2025.0,Southern Gothic Rock
InterpolatesFrom,349,16048,0,Americana,2028.0,Dream Pop
InterpolatesFrom,376,15971,0,Dream Pop,2030.0,Indie Rock
InterpolatesFrom,391,6301,0,Dream Pop,2030.0,Post-Apocalyptic Folk
InterpolatesFrom,461,3337,0,Americana,2027.0,Indie Folk
InterpolatesFrom,473,13216,0,Synthwave,2027.0,Desert Rock
InterpolatesFrom,478,16724,0,Speed Metal,2018.0,Speed Metal
InterpolatesFrom,482,3766,0,Dream Pop,2004.0,Dream Pop
InterpolatesFrom,558,5526,0,Alternative Rock,2027.0,Southern Gothic Rock
InterpolatesFrom,563,14136,0,Synthwave,2026.0,Doom Metal
InterpolatesFrom,611,10726,0,Indie Folk,2014.0,Indie Folk
InterpolatesFrom,642,6762,0,Darkwave,2010.0,Symphonic Metal
InterpolatesFrom,683,1326,0,Jazz Surf Rock,2025.0,Jazz Surf Rock
InterpolatesFrom,695,11299,0,Avant-Garde Folk,2012.0,Avant-Garde Folk
InterpolatesFrom,713,2413,0,Dream Pop,2027.0,Dream Pop
InterpolatesFrom,713,11432,0,Dream Pop,2027.0,Dream Pop
InterpolatesFrom,713,5233,0,Dream Pop,2027.0,Dream Pop
InterpolatesFrom,736,1407,0,Doom Metal,2026.0,Desert Rock
InterpolatesFrom,773,10457,0,Indie Folk,2022.0,Dream Pop
InterpolatesFrom,787,4155,0,Psychedelic Rock,2028.0,Psychedelic Rock
InterpolatesFrom,799,11300,0,Space Rock,2024.0,Dream Pop
InterpolatesFrom,830,1524,0,Psychedelic Rock,2024.0,Psychedelic Rock
InterpolatesFrom,830,12596,0,Psychedelic Rock,2024.0,Psychedelic Rock
InterpolatesFrom,852,11146,0,Space Rock,2028.0,Synthpop
InterpolatesFrom,871,13615,0,Synthwave,2024.0,Post-Apocalyptic Folk
InterpolatesFrom,876,13484,0,Indie Rock,2010.0,Indie Rock
InterpolatesFrom,906,9300,0,Dream Pop,2029.0,Jazz Surf Rock
InterpolatesFrom,912,3939,0,Indie Folk,2017.0,Space Rock
InterpolatesFrom,917,14816,0,Psychedelic Rock,2017.0,Synthwave
InterpolatesFrom,917,6915,0,Psychedelic Rock,2017.0,Symphonic Metal
InterpolatesFrom,917,16512,0,Psychedelic Rock,2017.0,Americana
InterpolatesFrom,917,3252,0,Psychedelic Rock,2017.0,Psychedelic Rock
InterpolatesFrom,925,6344,0,Indie Folk,2027.0,Desert Rock
InterpolatesFrom,925,14762,0,Indie Folk,2027.0,Oceanus Folk
InterpolatesFrom,970,9123,0,Alternative Rock,2022.0,Southern Gothic Rock
InterpolatesFrom,970,13188,0,Alternative Rock,2022.0,Indie Rock
InterpolatesFrom,980,15622,0,Indie Folk,2020.0,Doom Metal
InterpolatesFrom,999,9884,0,Americana,2027.0,Psychedelic Rock
InterpolatesFrom,1024,13214,0,Dream Pop,2029.0,Darkwave
InterpolatesFrom,1024,6920,0,Dream Pop,2029.0,Darkwave
InterpolatesFrom,1024,1431,0,Dream Pop,2029.0,Darkwave
InterpolatesFrom,1080,9749,0,Post-Apocalyptic Folk,2029.0,Synthwave
InterpolatesFrom,1096,14661,0,Emo/Pop Punk,2019.0,Emo/Pop Punk
InterpolatesFrom,1096,5109,0,Emo/Pop Punk,2019.0,Emo/Pop Punk
InterpolatesFrom,1113,7026,0,Americana,1991.0,Americana
InterpolatesFrom,1136,16090,0,Dream Pop,2027.0,Synthpop
InterpolatesFrom,1140,827,0,Lo-Fi Electronica,2018.0,Lo-Fi Electronica
InterpolatesFrom,1140,10574,0,Lo-Fi Electronica,2018.0,Lo-Fi Electronica
InterpolatesFrom,1156,3168,0,Synthwave,2022.0,Indie Folk
InterpolatesFrom,1170,1955,0,Emo/Pop Punk,2004.0,Emo/Pop Punk
InterpolatesFrom,1208,6860,0,Space Rock,2028.0,Space Rock
InterpolatesFrom,1208,1600,0,Space Rock,2028.0,Space Rock
InterpolatesFrom,1213,2182,0,Dream Pop,1991.0,Dream Pop
InterpolatesFrom,1236,15015,0,Doom Metal,2013.0,Doom Metal
InterpolatesFrom,1265,2467,0,Lo-Fi Electronica,2001.0,Lo-Fi Electronica
InterpolatesFrom,1279,15622,0,Synthwave,2023.0,Doom Metal
InterpolatesFrom,1279,6051,0,Synthwave,2023.0,Desert Rock
InterpolatesFrom,1286,4666,0,Dream Pop,2027.0,Indie Folk
InterpolatesFrom,1298,10754,0,Dream Pop,2026.0,Dream Pop
InterpolatesFrom,1326,12089,0,Jazz Surf Rock,1996.0,Jazz Surf Rock
InterpolatesFrom,1358,9014,0,Dream Pop,2027.0,Dream Pop
InterpolatesFrom,1378,3252,0,Psychedelic Rock,2028.0,Psychedelic Rock
InterpolatesFrom,1425,4046,0,Doom Metal,2023.0,Jazz Surf Rock
InterpolatesFrom,1466,966,0,Lo-Fi Electronica,2015.0,Lo-Fi Electronica
InterpolatesFrom,1466,14512,0,Lo-Fi Electronica,2015.0,Lo-Fi Electronica
InterpolatesFrom,1466,14768,0,Lo-Fi Electronica,2015.0,Lo-Fi Electronica
InterpolatesFrom,1470,15622,0,Doom Metal,2004.0,Doom Metal
InterpolatesFrom,1483,12397,0,Psychedelic Rock,2027.0,Dream Pop
InterpolatesFrom,1508,9488,0,Doom Metal,2018.0,Synthwave
InterpolatesFrom,1508,8593,0,Doom Metal,2018.0,Doom Metal
InterpolatesFrom,1515,6556,0,Doom Metal,2029.0,Symphonic Metal
InterpolatesFrom,1515,3633,0,Doom Metal,2029.0,Doom Metal
InterpolatesFrom,1571,8215,0,Indie Rock,2026.0,Doom Metal
InterpolatesFrom,1585,9716,0,Dream Pop,2007.0,Americana
InterpolatesFrom,1588,11780,0,Americana,2029.0,Dream Pop
InterpolatesFrom,1600,11339,0,Space Rock,2025.0,Indie Rock
InterpolatesFrom,1629,2662,0,Desert Rock,2023.0,Oceanus Folk
InterpolatesFrom,1629,7640,0,Desert Rock,2023.0,Desert Rock
InterpolatesFrom,1661,11033,0,Doom Metal,2013.0,Doom Metal
InterpolatesFrom,1661,14086,0,Doom Metal,2013.0,Doom Metal
InterpolatesFrom,1671,14987,0,Darkwave,2026.0,Doom Metal
InterpolatesFrom,1680,10035,0,Space Rock,2027.0,Post-Apocalyptic Folk
InterpolatesFrom,1715,11331,0,Dream Pop,2029.0,Dream Pop
InterpolatesFrom,1757,15983,0,Avant-Garde Folk,2010.0,Avant-Garde Folk
InterpolatesFrom,1772,3349,0,Southern Gothic Rock,2010.0,Indie Pop
InterpolatesFrom,1772,13811,0,Southern Gothic Rock,2010.0,Southern Gothic Rock
InterpolatesFrom,1773,467,0,Darkwave,2030.0,Post-Apocalyptic Folk
InterpolatesFrom,1779,11945,0,Indie Folk,2017.0,Doom Metal
InterpolatesFrom,1787,12673,0,Indie Folk,2026.0,Americana
InterpolatesFrom,1797,4675,0,Americana,2028.0,Desert Rock
InterpolatesFrom,1797,14621,0,Americana,2028.0,Psychedelic Rock
InterpolatesFrom,1804,13208,0,Indie Folk,2013.0,Dream Pop
InterpolatesFrom,1814,2333,0,Southern Gothic Rock,2006.0,Indie Pop
InterpolatesFrom,1814,12475,0,Southern Gothic Rock,2006.0,Southern Gothic Rock
InterpolatesFrom,1817,3497,0,Indie Rock,1997.0,Synthwave
InterpolatesFrom,1830,3329,0,Post-Apocalyptic Folk,2029.0,Post-Apocalyptic Folk
InterpolatesFrom,1830,5389,0,Post-Apocalyptic Folk,2029.0,Post-Apocalyptic Folk
InterpolatesFrom,1884,15622,0,Doom Metal,2010.0,Doom Metal
InterpolatesFrom,1898,15622,0,Dream Pop,2028.0,Doom Metal
InterpolatesFrom,1915,13302,0,Synthwave,2023.0,Indie Rock
InterpolatesFrom,1915,10747,0,Synthwave,2023.0,Dream Pop
InterpolatesFrom,1915,11847,0,Synthwave,2023.0,Dream Pop
InterpolatesFrom,1933,2331,0,Avant-Garde Folk,2025.0,Blues Rock
InterpolatesFrom,1933,6503,0,Avant-Garde Folk,2025.0,Emo/Pop Punk
InterpolatesFrom,1933,2927,0,Avant-Garde Folk,2025.0,Southern Gothic Rock
InterpolatesFrom,1939,7116,0,Space Rock,2026.0,Doom Metal
InterpolatesFrom,2009,7278,0,Space Rock,2028.0,Synthwave
InterpolatesFrom,2013,5887,0,Synthwave,2017.0,Doom Metal
InterpolatesFrom,2061,16409,0,Dream Pop,2028.0,Dream Pop
InterpolatesFrom,2061,445,0,Dream Pop,2028.0,Psychedelic Rock
InterpolatesFrom,2068,3267,0,Southern Gothic Rock,1996.0,Indie Pop
InterpolatesFrom,2078,15715,0,Indie Pop,2026.0,Southern Gothic Rock
InterpolatesFrom,2099,298,0,Doom Metal,2023.0,Indie Folk
InterpolatesFrom,2130,7830,0,Dream Pop,2029.0,Space Rock
InterpolatesFrom,2169,6417,0,Oceanus Folk,2026.0,Oceanus Folk
InterpolatesFrom,2223,4880,0,Alternative Rock,2026.0,Alternative Rock
InterpolatesFrom,2223,11558,0,Alternative Rock,2026.0,Alternative Rock
InterpolatesFrom,2234,13335,0,Lo-Fi Electronica,2025.0,Lo-Fi Electronica
InterpolatesFrom,2277,2467,0,Lo-Fi Electronica,2004.0,Lo-Fi Electronica
InterpolatesFrom,2303,3512,0,Alternative Rock,2025.0,Indie Pop
InterpolatesFrom,2333,12822,0,Indie Pop,2000.0,Southern Gothic Rock
InterpolatesFrom,2335,15409,0,Darkwave,2020.0,Dream Pop
InterpolatesFrom,2360,1244,0,Indie Rock,2017.0,Indie Rock
InterpolatesFrom,2364,9488,0,Doom Metal,2020.0,Synthwave
InterpolatesFrom,2440,15089,0,Dream Pop,2019.0,Synthwave
InterpolatesFrom,2446,5826,0,Indie Folk,2024.0,Desert Rock
InterpolatesFrom,2493,12822,0,Southern Gothic Rock,2012.0,Southern Gothic Rock
InterpolatesFrom,2493,11298,0,Southern Gothic Rock,2012.0,Indie Pop
InterpolatesFrom,2534,15745,0,Indie Pop,2020.0,Southern Gothic Rock
InterpolatesFrom,2541,13049,0,Dream Pop,2027.0,Psychedelic Rock
InterpolatesFrom,2549,12010,0,Alternative Rock,2017.0,Alternative Rock
InterpolatesFrom,2549,14749,0,Alternative Rock,2017.0,Alternative Rock
InterpolatesFrom,2555,4653,0,Dream Pop,2029.0,Synthwave
InterpolatesFrom,2567,9716,0,Post-Apocalyptic Folk,2022.0,Americana
InterpolatesFrom,2633,2687,0,Space Rock,2026.0,Space Rock
InterpolatesFrom,2633,1907,0,Space Rock,2026.0,Synthwave
InterpolatesFrom,2658,8815,0,Dream Pop,2007.0,Dream Pop
InterpolatesFrom,2679,13197,0,Blues Rock,2007.0,Blues Rock
InterpolatesFrom,2683,13985,0,Indie Rock,2023.0,Lo-Fi Electronica
InterpolatesFrom,2696,13480,0,Doom Metal,2010.0,Synthwave
InterpolatesFrom,2724,4652,0,Dream Pop,2023.0,Doom Metal
InterpolatesFrom,2738,12162,0,Dream Pop,2023.0,Alternative Rock
InterpolatesFrom,2761,14590,0,Dream Pop,2007.0,Synthwave
InterpolatesFrom,2794,12821,0,Southern Gothic Rock,2004.0,Blues Rock
InterpolatesFrom,2831,13658,0,Synthpop,2026.0,Synthwave
InterpolatesFrom,2848,827,0,Lo-Fi Electronica,2010.0,Lo-Fi Electronica
InterpolatesFrom,2858,9483,0,Dream Pop,2023.0,Doom Metal
InterpolatesFrom,2863,4777,0,Indie Rock,2022.0,Synthwave
InterpolatesFrom,2887,1841,0,Synthwave,2029.0,Indie Folk
InterpolatesFrom,2906,7680,0,Dream Pop,2020.0,Dream Pop
InterpolatesFrom,2927,6674,0,Southern Gothic Rock,1987.0,Blues Rock
InterpolatesFrom,2933,15791,0,Dream Pop,2029.0,Dream Pop
InterpolatesFrom,2959,7278,0,Dream Pop,2028.0,Synthwave
InterpolatesFrom,2959,438,0,Dream Pop,2028.0,Dream Pop
InterpolatesFrom,2975,12366,0,Space Rock,2024.0,Synthwave
InterpolatesFrom,3008,13941,0,Dream Pop,2021.0,Synthwave
InterpolatesFrom,3025,16524,0,Oceanus Folk,2017.0,Oceanus Folk
InterpolatesFrom,3031,8858,0,Desert Rock,2028.0,Oceanus Folk
InterpolatesFrom,3049,13525,0,Alternative Rock,1996.0,Alternative Rock
InterpolatesFrom,3053,6611,0,Desert Rock,2024.0,Oceanus Folk
InterpolatesFrom,3080,11365,0,Avant-Garde Folk,2017.0,Southern Gothic Rock
InterpolatesFrom,3080,13680,0,Avant-Garde Folk,2017.0,Indie Pop
InterpolatesFrom,3080,16035,0,Avant-Garde Folk,2017.0,Avant-Garde Folk
InterpolatesFrom,3087,438,0,Jazz Surf Rock,2019.0,Dream Pop
InterpolatesFrom,3088,6006,0,Psychedelic Rock,2021.0,Doom Metal
InterpolatesFrom,3094,16162,0,Jazz Surf Rock,2023.0,Emo/Pop Punk
InterpolatesFrom,3136,15358,0,Desert Rock,2027.0,Doom Metal
InterpolatesFrom,3136,6006,0,Desert Rock,2027.0,Doom Metal
InterpolatesFrom,3151,14799,0,Alternative Rock,2015.0,Dream Pop
InterpolatesFrom,3163,6674,0,Speed Metal,2001.0,Blues Rock
InterpolatesFrom,3174,12120,0,Dream Pop,2029.0,Dream Pop
InterpolatesFrom,3183,4335,0,Southern Gothic Rock,2029.0,Southern Gothic Rock
InterpolatesFrom,3205,13659,0,Psychedelic Rock,2029.0,Psychedelic Rock
InterpolatesFrom,3224,13941,0,Synthwave,2013.0,Synthwave
InterpolatesFrom,3237,12794,0,Psychedelic Rock,2024.0,Dream Pop
InterpolatesFrom,3289,12008,0,Lo-Fi Electronica,2019.0,Lo-Fi Electronica
InterpolatesFrom,3362,13611,0,Synthwave,2022.0,Doom Metal
InterpolatesFrom,3362,11962,0,Synthwave,2022.0,Indie Folk
InterpolatesFrom,3362,13732,0,Synthwave,2022.0,Doom Metal
InterpolatesFrom,3362,13094,0,Synthwave,2022.0,Dream Pop
InterpolatesFrom,3362,8019,0,Synthwave,2022.0,Jazz Surf Rock
InterpolatesFrom,3362,8245,0,Synthwave,2022.0,Space Rock
InterpolatesFrom,3362,16202,0,Synthwave,2022.0,Synthwave
InterpolatesFrom,3362,3966,0,Synthwave,2022.0,Synthwave
InterpolatesFrom,3362,12650,0,Synthwave,2022.0,Synthwave
InterpolatesFrom,3373,14965,0,Dream Pop,2022.0,Doom Metal
InterpolatesFrom,3390,6735,0,Dream Pop,2014.0,Alternative Rock
InterpolatesFrom,3422,16099,0,Dream Pop,2020.0,Dream Pop
InterpolatesFrom,3457,3194,0,Indie Folk,2023.0,Oceanus Folk
InterpolatesFrom,3467,10367,0,Doom Metal,2016.0,Synthwave
InterpolatesFrom,3491,3128,0,Indie Folk,2030.0,Dream Pop
InterpolatesFrom,3497,7128,0,Synthwave,2000.0,Dream Pop
InterpolatesFrom,3506,7707,0,Indie Pop,2011.0,Avant-Garde Folk
InterpolatesFrom,3520,3025,0,Oceanus Folk,2026.0,Oceanus Folk
InterpolatesFrom,3531,16158,0,Doom Metal,2017.0,Psychedelic Rock
InterpolatesFrom,3559,10135,0,Jazz Surf Rock,2027.0,Jazz Surf Rock
InterpolatesFrom,3580,13324,0,Dream Pop,2027.0,Oceanus Folk
InterpolatesFrom,3587,4847,0,Doom Metal,2027.0,Indie Rock
InterpolatesFrom,3593,7296,0,Symphonic Metal,2020.0,Symphonic Metal
InterpolatesFrom,3596,12382,0,Avant-Garde Folk,2015.0,Alternative Rock
InterpolatesFrom,3596,15838,0,Avant-Garde Folk,2015.0,Avant-Garde Folk
InterpolatesFrom,3616,14266,0,Indie Folk,2017.0,Indie Folk
InterpolatesFrom,3627,11984,0,Southern Gothic Rock,2014.0,Blues Rock
InterpolatesFrom,3644,13335,0,Lo-Fi Electronica,2019.0,Lo-Fi Electronica
InterpolatesFrom,3676,14987,0,Jazz Surf Rock,2027.0,Doom Metal
InterpolatesFrom,3688,10550,0,Doom Metal,2026.0,Doom Metal
InterpolatesFrom,3719,4294,0,Space Rock,2026.0,Americana
InterpolatesFrom,3734,8892,0,Synthwave,2030.0,Desert Rock
InterpolatesFrom,3734,15779,0,Synthwave,2030.0,Dream Pop
InterpolatesFrom,3750,8257,0,Space Rock,2029.0,Jazz Surf Rock
InterpolatesFrom,3773,14021,0,Synthwave,2030.0,Dream Pop
InterpolatesFrom,3782,14206,0,Oceanus Folk,2020.0,Synthpop
InterpolatesFrom,3787,14143,0,Darkwave,2029.0,Darkwave
InterpolatesFrom,3795,8282,0,Synthwave,2020.0,Synthwave
InterpolatesFrom,3797,14291,0,Dream Pop,2020.0,Americana
InterpolatesFrom,3801,16589,0,Southern Gothic Rock,2007.0,Emo/Pop Punk
InterpolatesFrom,3806,14223,0,Space Rock,2026.0,Psychedelic Rock
InterpolatesFrom,3823,6368,0,Americana,2000.0,Synthwave
InterpolatesFrom,3826,12373,0,Lo-Fi Electronica,2019.0,Lo-Fi Electronica
InterpolatesFrom,3826,2467,0,Lo-Fi Electronica,2019.0,Lo-Fi Electronica
InterpolatesFrom,3826,11327,0,Lo-Fi Electronica,2019.0,Lo-Fi Electronica
InterpolatesFrom,3859,7157,0,Blues Rock,2023.0,Southern Gothic Rock
InterpolatesFrom,3881,636,0,Synthwave,2004.0,Synthwave
InterpolatesFrom,3891,1841,0,Desert Rock,2023.0,Indie Folk
InterpolatesFrom,3917,438,0,Synthwave,2026.0,Dream Pop
InterpolatesFrom,3931,14118,0,Indie Folk,2023.0,Indie Folk
InterpolatesFrom,3931,12245,0,Indie Folk,2023.0,Indie Folk
InterpolatesFrom,3939,8434,0,Space Rock,2013.0,Americana
InterpolatesFrom,3962,8050,0,Speed Metal,1997.0,Speed Metal
InterpolatesFrom,3962,16298,0,Speed Metal,1997.0,Lo-Fi Electronica
InterpolatesFrom,3966,6635,0,Synthwave,2018.0,Doom Metal
InterpolatesFrom,3972,13563,0,Oceanus Folk,2024.0,Synthpop
InterpolatesFrom,4003,11122,0,Synthwave,2020.0,Americana
InterpolatesFrom,4023,5854,0,Oceanus Folk,2026.0,Indie Folk
InterpolatesFrom,4023,6994,0,Oceanus Folk,2026.0,Oceanus Folk
InterpolatesFrom,4029,12079,0,Synthwave,2027.0,Synthwave
InterpolatesFrom,4034,3923,0,Desert Rock,2030.0,Indie Folk
InterpolatesFrom,4038,10319,0,Psychedelic Rock,2020.0,Psychedelic Rock
InterpolatesFrom,4046,11753,0,Jazz Surf Rock,2018.0,Symphonic Metal
InterpolatesFrom,4046,6006,0,Jazz Surf Rock,2018.0,Doom Metal
InterpolatesFrom,4046,4222,0,Jazz Surf Rock,2018.0,Dream Pop
InterpolatesFrom,4046,8138,0,Jazz Surf Rock,2018.0,Dream Pop
InterpolatesFrom,4077,5826,0,Jazz Surf Rock,2023.0,Desert Rock
InterpolatesFrom,4085,3249,0,Indie Folk,2023.0,Alternative Rock
InterpolatesFrom,4085,13969,0,Indie Folk,2023.0,Jazz Surf Rock
InterpolatesFrom,4105,7469,0,Dream Pop,2007.0,Dream Pop
InterpolatesFrom,4107,14369,0,Indie Folk,2028.0,Jazz Surf Rock
InterpolatesFrom,4112,10004,0,Symphonic Metal,2029.0,Symphonic Metal
InterpolatesFrom,4120,11319,0,Indie Rock,2021.0,Indie Rock
InterpolatesFrom,4126,15343,0,Speed Metal,2020.0,Speed Metal
InterpolatesFrom,4140,5796,0,Synthwave,2026.0,Doom Metal
InterpolatesFrom,4148,4377,0,Indie Rock,2029.0,Doom Metal
InterpolatesFrom,4167,6674,0,Southern Gothic Rock,2017.0,Blues Rock
InterpolatesFrom,4167,8207,0,Southern Gothic Rock,2017.0,Alternative Rock
InterpolatesFrom,4167,10513,0,Southern Gothic Rock,2017.0,Blues Rock
InterpolatesFrom,4167,16528,0,Southern Gothic Rock,2017.0,Emo/Pop Punk
InterpolatesFrom,4167,3721,0,Southern Gothic Rock,2017.0,Southern Gothic Rock
InterpolatesFrom,4169,2068,0,Southern Gothic Rock,2013.0,Southern Gothic Rock
InterpolatesFrom,4172,11855,0,Alternative Rock,2017.0,Americana
InterpolatesFrom,4190,5787,0,Indie Folk,2022.0,Synthwave
InterpolatesFrom,4194,6628,0,Doom Metal,2026.0,Indie Rock
InterpolatesFrom,4250,6262,0,Blues Rock,2003.0,Dream Pop
InterpolatesFrom,4253,16626,0,Desert Rock,2029.0,Dream Pop
InterpolatesFrom,4288,12109,0,Desert Rock,2017.0,Doom Metal
InterpolatesFrom,4299,14746,0,Desert Rock,2030.0,Oceanus Folk
InterpolatesFrom,4352,1841,0,Oceanus Folk,2028.0,Indie Folk
InterpolatesFrom,4393,3194,0,Oceanus Folk,2029.0,Oceanus Folk
InterpolatesFrom,4406,10432,0,Southern Gothic Rock,2013.0,Southern Gothic Rock
InterpolatesFrom,4481,4849,0,Alternative Rock,2001.0,Synthwave
InterpolatesFrom,4492,8587,0,Space Rock,2018.0,Synthwave
InterpolatesFrom,4534,6322,0,Dream Pop,2023.0,Desert Rock
InterpolatesFrom,4541,445,0,Psychedelic Rock,2023.0,Psychedelic Rock
InterpolatesFrom,4541,12515,0,Psychedelic Rock,2023.0,Psychedelic Rock
InterpolatesFrom,4547,14202,0,Psychedelic Rock,2020.0,Psychedelic Rock
InterpolatesFrom,4557,3512,0,Avant-Garde Folk,2015.0,Indie Pop
InterpolatesFrom,4607,13302,0,Dream Pop,2028.0,Indie Rock
InterpolatesFrom,4613,11640,0,Alternative Rock,2025.0,Dream Pop
InterpolatesFrom,4624,12273,0,Blues Rock,2026.0,Blues Rock
InterpolatesFrom,4626,14202,0,Dream Pop,2020.0,Psychedelic Rock
InterpolatesFrom,4626,12397,0,Dream Pop,2020.0,Dream Pop
InterpolatesFrom,4645,15622,0,Desert Rock,2029.0,Doom Metal
InterpolatesFrom,4680,9511,0,Dream Pop,2017.0,Dream Pop
InterpolatesFrom,4687,10246,0,Indie Folk,2020.0,Doom Metal
InterpolatesFrom,4704,6535,0,Jazz Surf Rock,2028.0,Symphonic Metal
InterpolatesFrom,4725,15025,0,Southern Gothic Rock,2025.0,Southern Gothic Rock
InterpolatesFrom,4728,14118,0,Desert Rock,2020.0,Indie Folk
InterpolatesFrom,4758,5432,0,Jazz Surf Rock,2029.0,Synthwave
InterpolatesFrom,4774,16670,0,Lo-Fi Electronica,2029.0,Lo-Fi Electronica
InterpolatesFrom,4814,6006,0,Doom Metal,2015.0,Doom Metal
InterpolatesFrom,4818,6006,0,Doom Metal,2018.0,Doom Metal
InterpolatesFrom,4821,15198,0,Dream Pop,2028.0,Dream Pop
InterpolatesFrom,4821,9831,0,Dream Pop,2028.0,Space Rock
InterpolatesFrom,4821,445,0,Dream Pop,2028.0,Psychedelic Rock
InterpolatesFrom,4821,467,0,Dream Pop,2028.0,Post-Apocalyptic Folk
InterpolatesFrom,4821,4742,0,Dream Pop,2028.0,Psychedelic Rock
InterpolatesFrom,4821,1759,0,Dream Pop,2028.0,Space Rock
InterpolatesFrom,4821,585,0,Dream Pop,2028.0,Post-Apocalyptic Folk
InterpolatesFrom,4839,6367,0,Americana,2025.0,Americana
InterpolatesFrom,4854,13357,0,Southern Gothic Rock,2004.0,Southern Gothic Rock
InterpolatesFrom,4854,4609,0,Southern Gothic Rock,2004.0,Avant-Garde Folk
InterpolatesFrom,4862,1508,0,Americana,2026.0,Doom Metal
InterpolatesFrom,4892,7116,0,Jazz Surf Rock,2027.0,Doom Metal
InterpolatesFrom,4897,10513,0,Blues Rock,2016.0,Blues Rock
InterpolatesFrom,4900,5584,0,Doom Metal,2023.0,Doom Metal
InterpolatesFrom,4903,12397,0,Indie Rock,2014.0,Dream Pop
InterpolatesFrom,4912,13681,0,Space Rock,2028.0,Indie Folk
InterpolatesFrom,4920,13413,0,Darkwave,2029.0,Indie Folk
InterpolatesFrom,4935,4498,0,Synthwave,2030.0,Indie Folk
InterpolatesFrom,4945,5952,0,Desert Rock,2026.0,Indie Rock
InterpolatesFrom,4945,4541,0,Desert Rock,2026.0,Psychedelic Rock
InterpolatesFrom,4945,13965,0,Desert Rock,2026.0,Oceanus Folk
InterpolatesFrom,4945,1007,0,Desert Rock,2026.0,Indie Rock
InterpolatesFrom,4945,5826,0,Desert Rock,2026.0,Desert Rock
InterpolatesFrom,4959,2360,0,Indie Rock,2023.0,Indie Rock
InterpolatesFrom,4965,4996,0,Synthwave,2020.0,Synthwave
InterpolatesFrom,4973,11608,0,Dream Pop,2024.0,Americana
InterpolatesFrom,4973,14969,0,Dream Pop,2024.0,Dream Pop
InterpolatesFrom,4992,7036,0,Indie Pop,1997.0,Indie Pop
InterpolatesFrom,4992,2807,0,Indie Pop,1997.0,Blues Rock
InterpolatesFrom,5021,16707,0,Jazz Surf Rock,2024.0,Space Rock
InterpolatesFrom,5028,2279,0,Alternative Rock,2007.0,Dream Pop
InterpolatesFrom,5029,1748,0,Desert Rock,2026.0,Dream Pop
InterpolatesFrom,5029,3697,0,Desert Rock,2026.0,Darkwave
InterpolatesFrom,5029,5527,0,Desert Rock,2026.0,Psychedelic Rock
InterpolatesFrom,5035,3898,0,Space Rock,2028.0,Desert Rock
InterpolatesFrom,5035,15271,0,Space Rock,2028.0,Oceanus Folk
InterpolatesFrom,5035,13033,0,Space Rock,2028.0,Indie Folk
InterpolatesFrom,5035,4393,0,Space Rock,2028.0,Oceanus Folk
InterpolatesFrom,5035,6428,0,Space Rock,2028.0,Oceanus Folk
InterpolatesFrom,5040,4849,0,Lo-Fi Electronica,2026.0,Synthwave
InterpolatesFrom,5040,12517,0,Lo-Fi Electronica,2026.0,Lo-Fi Electronica
InterpolatesFrom,5046,15622,0,Americana,2007.0,Doom Metal
InterpolatesFrom,5053,8431,0,Jazz Surf Rock,2029.0,Post-Apocalyptic Folk
InterpolatesFrom,5059,543,0,Doom Metal,2023.0,Doom Metal
InterpolatesFrom,5074,2510,0,Dream Pop,2010.0,Dream Pop
InterpolatesFrom,5088,827,0,Lo-Fi Electronica,2026.0,Lo-Fi Electronica
InterpolatesFrom,5100,3501,0,Oceanus Folk,2010.0,Oceanus Folk
InterpolatesFrom,5109,3779,0,Emo/Pop Punk,2004.0,Blues Rock
InterpolatesFrom,5113,12104,0,Indie Rock,2026.0,Doom Metal
